,EID,Title,References
213,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Stanley, K.O., Clune, J., Lehman, J., Miikkulainen, R., Designing neural networks through neuroevolution (2019) Nature Machine Intelligence, 1 (1), pp. 24-35"
214,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Sterckx, L., Demeester, T., Deleu, J., Develder, C., Topical word importance for fast keyphrase extraction (2015) Proceedings of the 24Th International Conference on World Wide Web, pp. 121-122. , New York, ACM"
215,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Szegedy, C., Ioffe, S., Vanhoucke, V., Alemi, A.A., Inception-v4, inception-resnet and the impact of residual connections on learning (2017) Proc of the Thirty-First AAAI Conference on Artificial Intelligence, pp. 4278-4284. , Singh SP, Markovitch S, (eds), AAAI Press, San Francisco, California, USA"
216,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Thornton, C., Hutter, F., Hoos, H.H., Leyton-Brown, K., Auto-weka: combined selection and hyperparameter optimization of classification algorithms (2013) The 19th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining KDD 2013, pp. 847-855. , Dhillon IS, Koren Y, Ghani R, Senator TE, Bradley P, Parekh R, He J, Grossman RL, Uthurusamy R, (eds), ACM, Chicago, IL, USA"
217,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Vafaie, H., De Jong, K., Feature space transformation using genetic algorithms (1998) IEEE Intelligent Systems and their Applications, 13 (2), pp. 57-65"
218,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Virtanen, P., Gommers, R., Oliphant, T.E., Haberland, M., Reddy, T., Cournapeau, D., Burovski, E., Bright, J., Scipy 10 Fundamental algorithms for scientific computing in Python (2020) Nature Methods, 17 (3), pp. 261-272"
219,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Wan, X., Xiao, J., Single document keyphrase extraction using neighborhood knowledge (2008) Proceedings of the AAAI Conference, 8, pp. 855-860"
220,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Transformers: State-of-the-art natural language processing. In: Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations (pp. 38–45). Association for Computational Linguistics, Online (2020) Https://Doi.Org/10.18653/V1/2020.Emnlp-Demos.6, , https://www.aclweb.org/anthology/2020.emnlp-demos.6, Wolf, T., Debut, L., Sanh, V., Chaumond, J., Delangue, C., Moi, A., Cistac, P., Rault, T., Louf, R., Funtowicz, M., Davison, J., Shleifer, S., von Platen, P., Ma, C., Jernite, Y., Plu, J., Xu, C., Le Scao, T., Gugger, S., Drame, M., Lhoest, Q., Rush, A"
221,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Wolpert, D.H., Macready, W.G., No free lunch theorems for optimization (1997) IEEE Transactions on Evolutionary Computation, 1 (1), pp. 67-82"
222,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Yang, C., Akimoto, Y., Kim, D.W., Udell, M., Oboe (2019) Proceedings of the 25Th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining"
223,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Yang, Z., Dai, Z., Yang, Y., Carbonell, J.G., Salakhutdinov, R., Le, Q.V., (2019), Xlnet: Generalized autoregressive pretraining for language understanding. In: H.M. Wallach, H. Larochelle, A. Beygelzimer, F. d’Alché-Buc, E.B. Fox, R. Garnett (eds.) Advances in Neural Information Processing Systems 32: Annual Conference on Neural Information Processing Systems 2019(pp. 5754–5764) Vancouver, BC, Canada: NeurIPS 2019"
224,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Zimmer, M., Doncieux, S., Bootstrapping q -learning for robotics from neuro-evolution results (2017) IEEE Transactions on Cognitive and Developmental Systems, 10 (1), pp. 102-119"
225,2-s2.0-85104608374,autoBOT: evolving neuro-symbolic representations for explainable low resource text classification," Zoph, B., Vasudevan, V., Shlens, J., Le, Q.V., Learning transferable architectures for scalable image recognition (2018) 2018 IEEE Conference on Computer Vision and Pattern Recognition CVPR 2018, pp. 8697-8710. , Salt Lake City, UT, USA, IEEE Computer Society"
226,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture,"Hart, P.E., Nilsson, N.J., Raphael, B., A formal basis for the heuristic determination of minimum cost paths (1968) IEEE Trans. Syst. Sci. Cybernet., 4 (2), pp. 100-107"
227,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2017), Xiong, Wenhan, Thien Hoang, and William Yang Wang. “Deeppath: A RL method for knowledge graph reasoning.” arXiv preprint arXiv:1707.06690"
228,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2018), Chen, Wenhu, et al. “Variational knowledge graph reasoning.” arXiv preprint arXiv:1803.06581"
229,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2019), Wang, Jingyuan, et al. “Empowering A* Search Algorithms with Neural Networks for Personalized Route Recommendation.” Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining. ACM"
230,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Wang, Q.I., Hao, Y., ALSTM: An attention-based long short-term memory framework for knowledge base reasoning (2020) Neurocomputing"
231,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2017), Das, Rajarshi, et al. “Go for a walk and arrive at the answer: Reasoning over paths in knowledge bases using reinforcement learning.” arXiv preprint arXiv:1711.05851"
232,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Vinyals, Oriol, Samy Bengio, and Manjunath Kudlur. “Order matters: Sequence to sequence for sets.” arXiv preprint arXiv:1511.06391"
233,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (1810), Jacob Devlin, Ming-Wei Chang, Kenton Lee, and KristinaToutanova.2018. Bert: Pre-training of deep bidirectional transformers for language understanding. arXiv preprint arXiv04805"
234,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2016), Seo, Minjoon, et al. “Bidirectional attention flow for machine comprehension.” arXiv preprint arXiv:1611.01603"
235,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Scarselli, F., The graph neural network model (2008) IEEE Trans. Neural Networks, 20 (1), pp. 61-80"
236,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Li, Yujia, et al. “Gated graph sequence neural networks.” arXiv preprint arXiv:1511.05493"
237,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2014), Cho, Kyunghyun, et al. “Learning phrase representations using RNN encoder-decoder for statistical machine translation.” arXiv preprint arXiv:1406.1078"
238,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2018), Espeholt, Lasse, et al. “Impala: Scalable distributed deep-rl with importance weighted actor-learner architectures.” arXiv preprint arXiv:1802.01561"
239,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Sutton, R.S., Barto, A.G., Reinforcement, learning: An introduction (2018), MIT press"
240,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Wang, Q., Hao, Y., Cao, J., ADRL: An attention based deep reinforcement learning framework for knowledge graph reasoning (2020) Knowledge-Based Syst., 197. , 105910"
241,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2019), Wu, Zonghan, et al. “A comprehensive survey on graph neural networks.” arXiv preprint arXiv:1901.00596"
242,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Bordes, A., “Translating embeddings for modeling multi-relational data.” (2013) Adv. Neural Inform. Process. Syst."
243,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Nickel, M., Tresp, V., Kriegel, H.-P., “A Three-Way Model for Collective Learning on Multi-Relational Data.” (2011) ICML, 11"
244,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2014), Yang, Bishan, et al. “Embedding entities and relations for learning and inference in knowledge bases.” arXiv preprint arXiv:1412.6575"
245,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Wang, Q., “Knowledge graph embedding: A survey of approaches and applications.” (2017) IEEE Trans. Knowledge Data Eng., 29 (12), pp. 2724-2743"
246,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2014), Wang, Zhen, et al. “Knowledge graph embedding by translating on hyperplanes.” Twenty-Eighth AAAI conference on artificial intelligence"
247,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Lin, Yankai, et al. “Learning entity and relation embeddings for knowledge graph completion.” Twenty-ninth AAAI conference on artificial intelligence"
248,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Toutanova, Kristina, et al. “Representing text for joint embedding of text and knowledge bases.” Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing"
249,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2011), Lao, Ni, Tom Mitchell, and William W. Cohen. “Random walk inference and learning in a large scale knowledge base.” Proceedings of the Conference on Empirical Methods in Natural Language Processing. Association for Computational Linguistics"
250,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2018), Shen, Yelong, et al. “M-walk: Learning to walk over graphs using monte carlo tree search.” Advances in Neural Information Processing Systems"
251,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Neelakantan, Arvind, Benjamin Roth, and Andrew McCallum. “Compositional vector space models for knowledge base inference.”2015 AAAI spring symposium series"
252,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2016), Das, Rajarshi, et al. “Chains of reasoning over entities, relations, and text using recurrent neural networks.” arXiv preprint arXiv:1607.01426"
253,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Williams, R.J., Simple statistical gradient-following algorithms for connectionist reinforcement learning (1992) Mach. Learn., 8 (3-4), pp. 229-256"
254,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2018), Dettmers, Tim, et al. “Convolutional 2d knowledge graph embeddings.” Thirty-Second AAAI Conference on Artificial Intelligence"
255,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2017), Veličković, Petar, et al. “Graph attention networks.” arXiv preprint arXiv: 1710.10903"
256,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2010), Glorot, Xavier, and Yoshua Bengio. “Understanding the difficulty of training deep feedforward neural networks.” Proceedings of the thirteenth international conference on artificial intelligence and statistics"
257,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Lillicrap, Timothy P., et al. “Continuous control with deep reinforcement learning.” arXiv preprint arXiv:1509.02971"
258,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2015), Mnih, Volodymyr, et al. “Human-level control through deep reinforcement learning.” Nature 518.7540: 529"
259,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," (2017), Silver, David, et al. “Mastering the game of go without human knowledge.” Nature 550.7676: 354"
260,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Ji, G., He, S., Liheng, X.U., Liu, K., Zhao, J., Knowledge graph embedding via dynamic mapping matrix (2015) ACL, 1, pp. 687-696"
261,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Bishan Yang, Wen-tau Yih, Xiaodong He, Jianfeng Gao, and Li Deng. 2014. Embedding entities and relations for learning and inference in knowledge bases. CoRR, abs/1412.6575"
262,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," LeCun, Y., Bengio, Y., Hinton, G., “Deep learning.” (2015) Nature, 521 (7553), pp. 436-444"
263,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Džeroski, S., De Raedt, L., Driessens, K., “Relational reinforcement learning.” (2001) Mach. Learn., 43 (1-2), pp. 7-52"
264,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Yang, F., Yang, Z., Cohen, W.W., “Differentiable learning of logical rules for knowledge base reasoning.” (2017) Adv. Neural Inform. Process. Syst."
265,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Wang, Q., Ji, Y., Hao, Y., Cao, J., GRL: Knowledge graph completion with GAN-based reinforcement learning (2020) Knowledge-Based Syst., 209"
266,2-s2.0-85098717859,Deepening the IDA* algorithm for knowledge graph reasoning through neural network architecture," Lan, Z., Sharma, P., (2020) Albert: A LITE BERT FOR SELF-SUPERVISED LEARNING OF LANGUAGE REPRESENTATIONS, 1-17"
267,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information,"Bloomfield, L., A set of postulates for the science of language (1926) Language, 2 (3), pp. 153-164"
268,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Bollacker, K., Evans, C., Paritosh, P., Sturge, T., Taylor, J., Freebase: A collaboratively created graph database for structuring human knowledge (2008) Proceedings of the 2008 ACM SIGMOD International Conference on Management of Data, pp. 1247-1250. , pp"
269,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Bordes, A., Usunier, N., Garcia-Duran, A., Weston, J., Yakhnenko, O., Translating embeddings for modeling multi-relational data (2013) Advances in Neural Information Processing Systems, pp. 2787-2795. , pp"
270,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Devlin, J., Chang, M.W., Lee, K., Toutanova, K., (2018) Bert: Pre-Training of Deep Bidirectional Transformers for Language Understanding. Arxiv Preprint Arxiv, 1810, p. 04805"
271,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Dong, Z., Dong, Q., HowNet-a hybrid language and knowledge resource (2003) International Conference on Natural Language Processing and Knowledge Engineering, 2003. Proceedings. 2003, Pp. 820–824. IEEE"
272,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Glorot, X., Bengio, Y., Understanding the difficulty of training deep feedforward neural networks (2010) Proceedings of the Thirteenth International Conference on Artificial Intelligence and Statistics, pp. 249-256. , pp"
273,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Han, X., Openke: An open toolkit for knowledge embedding (2018) Proceedings of EMNLP"
274,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Ji, G., He, S., Xu, L., Liu, K., Zhao, J., Knowledge graph embedding via dynamic mapping matrix (2015) Proceedings of the 53Rd Annual Meeting of the Association for Computational Linguistics and the 7Th International Joint Conference on Natural Language Processing (Volume 1: Long Papers), pp. 687-696. , pp"
275,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Jin, H., (2018) Incorporating Chinese Characters of Words for Lexical Sememe Prediction. Arxiv Preprint Arxiv, 1806, p. 06349"
276,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Lin, Y., Liu, Z., Sun, M., Liu, Y., Zhu, X., Learning entity and relation embeddings for knowledge graph completion (2015) Proceedings of AAAI, pp. 2181-2187. , pp"
277,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Miller, G.A., Wordnet: A lexical database for English (1995) Commun. ACM, 38 (11), pp. 39-41"
278,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Qin, Y., Improving sequence modeling ability of recurrent neural networks via sememes (2020) IEEE/ACM Trans. Audio Speech Lang. Process., 28, pp. 2364-2373"
279,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Wang, Z., Zhang, J., Feng, J., Chen, Z., Knowledge graph embedding by translating on hyperplanes (2014) AAAI, Vol. 14, Pp. 1112–1119. Citeseer"
280,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Xiao, H., (2018) Bert-As-Service, , https://github.com/hanxiao/bert-as-service"
281,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Xiao, H., Huang, M., Meng, L., Zhu, X., SSP: Semantic space projection for knowledge graph embedding with text descriptions (2017) Thirty-First AAAI Conference on Artificial Intelligence"
282,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Xie, R., Liu, Z., Jia, J., Luan, H., Sun, M., Representation learning of knowledge graphs with entity descriptions (2016) Thirtieth AAAI Conference on Artificial Intelligence"
283,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Yi-Xin, Z., A study on information-knowledge-intelligence transformation (2004) Acta Electronica Sinica, 32 (4), p. 16"
284,2-s2.0-85113718164,Sememes-Based Framework for Knowledge Graph Embedding with Comprehensive-Information," Zhong, Y., Mechanism-based artificial intelligence theory: A universal theory of artificial intelligence (2018) CAAI Trans. Intell. Syst., 13 (1), pp. 2-18"
285,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text,"Calí, A., Gottlob, G., Pieris, A., Query answering under expressive entity-relationship schemata (2010) Proc. Int. Conf. Conceptual Model., pp. 347-361. , Springer"
286,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Shin, J., Wu, S., Wang, F., De Sa, C., Zhang, C., Ré, C., Incremental knowledge base construction using deepdive (2015) Proc. VLDB Endowment Int. Conf. Very Large Data Bases, 8 (11), pp. 1310-1321"
287,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Zhang, C., (2015) Deepdive: A Data Management System for Automatic Knowledge Base Construction, pp. 1-205. , PhD Thesis, University of Wisconsin-Madison, Madison, Wisconsin"
288,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Graja, M., Jaoua, M., Belguith, L.H., Statistical framework with knowledge base integration for robust speech understanding of the tunisian dialect (2015) IEEE/ACM Trans. Audio, Speech Lang. Proc., 23 (12), pp. 2311-2321. , https://doi.org/10.1109/TASLP.2015.2464687, Dec. [Online]"
289,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Lan, Y., Wang, S., Jiang, J., Knowledge base question answering with a matching-aggregation model and question-specific contextual relations (2019) IEEE/ACM Trans. Audio, Speech Lang. Proc., 27 (10), pp. 1629-1638. , https://doi.org/10.1109/TASLP.2019.2926125, Oct. [Online]"
290,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Hendrickx, I., Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals (2010) Proc. 5th Int. Workshop Semantic Eval., pp. 33-38"
291,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Riedel, S., Yao, L., McCallum, A., Modeling relations and their mentions without labeled text (2010) Proc. Joint Eur. Conf. Mach. Learn. Knowl. Discov. Databases, pp. 148-163. , Springer"
292,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Socher, R., Huval, B., Manning, C.D., Ng, A.Y., Semantic compositionality through recursive matrix-vector spaces (2012) Proc. 2012 Joint Conf. Empirical Methods Natural Lang. Process. Comput. Natural Lang. Learn., pp. 1201-1211"
293,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Liu, Y., Li, S., Wei, F., Ji, H., Relation classification via modeling augmented dependency paths (2016) IEEE/ACM Trans. Audio, Speech Lang. Proc., 24 (9), pp. 1585-1594. , https://doi.org/10.1109/TASLP.2016.2573050, Sep. [Online]"
294,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Li, L., Wang, J., Li, J., Ma, Q., Wei, J., Relation classification via keyword-attentive sentence mechanism and synthetic stimulation loss (2019) IEEE/ACM Trans. Audio, Speech, Lang. Proc., 27 (9), pp. 1392-1404. , https://doi.org/10.1109/TASLP.2019.2921726, Sep. [Online]"
295,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Yao, Y., Docred: A large-scale document-level relation extraction dataset (2019) Proc. 57th Annual Meeting Asso. Comput. Linguist., pp. 764-777"
296,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Christopoulou, F., Miwa, M., Ananiadou, S., Connecting the dots: Document-level neural relation extraction with edge-oriented graphs (2019) Proc. Conf. Emp. Methods Natu. Lang. Process. 9th Inter. Joint (EMNLPIJCNLP), pp. 4927-4938"
297,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Nan, G., Guo, Z., Sekulić, I., Lu, W., Reasoning with latent structure refinement for document-level relation extraction (2020) Proc. 58th Ann. Meeting Asso. Comput. Linguist., pp. 1546-1557"
298,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Quirk, C., Poon, H., Distant supervision for relation extraction beyond the sentence boundary (2016) Proc. 15th Conf. Eur. Ch. Asso. Comput. Linguist.: Volume 1, Long Papers, pp. 1171-1182. , 2017"
299,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Song, L., Zhang, Y., Wang, Z., Gildea, D., N-ary relation extraction using graph-state LSTM (2018) Proc. 2018 Conf. Empirical Methods Natural Lang. Process, pp. 2226-2235. , https://www.aclweb.org/anthology/D18-1246, Brussels, Belgium: Association for Computational Linguistics, Oct.-Nov. [Online]"
300,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Gupta, P., Rajaram, S., Schütze, H., Runkler, T., Neural relation extraction within and across sentence boundaries (2019) Proc. AAAI Conf. Artif. Intell., 33, pp. 6513-6520"
301,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Doddington, G., Mitchell, A., Przybocki, M., Ramshaw, L., Strassel, S., Weischedel, R., The automatic content extraction (ACE) program tasks, data, and evaluation (2004) Proc. LREC'04, pp. 837-840"
302,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Mintz, M., Bills, S., Snow, R., Jurafsky, D., Distant supervision for relation extraction without labeled data (2009) Proc. Joint Conf. 47th Annu. Meeting ACL 4th Int. Joint Conf. Natural Lang. Process. AFNLP. Suntec, pp. 1003-1011. , https://www.aclweb.org/anthology/P09-1113, Singapore: Association for Computational Linguistics, Aug. [Online]"
303,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Yu, D., Sun, K., Cardie, C., Yu, D., Dialogue-based relation extraction (2020) Proc. 58th Annu. Meeting Assoc. Comput. Linguistics, pp. 4927-4940"
304,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Zeng, D., Liu, K., Lai, S., Zhou, G., Zhao, J., Relation classification via convolutional deep neural network (2014) Proc. 25th Int. Conf. Comput. Linguistics: Tech. Papers, pp. 2335-2344"
305,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Xu, Y., Mou, L., Li, G., Chen, Y., Peng, H., Jin, Z., Classifying relations via long short term memory networks along shortest dependency paths (2015) Proc. EMNLP, pp. 1785-1794"
306,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Guo, Z., Zhang, Y., Lu, W., Attention guided graph convolutional networks for relation extraction (2019) Proc. 57th Annu. Meeting Assoc. Comput. Linguistics, pp. 241-251"
307,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Lee, K., He, L., Lewis, M., Zettlemoyer, L., End-to-end neural coreference resolution (2017) Proc. 2017 Conf. Empirical Methods Natural Lang. Process, pp. 188-197. , https://www.aclweb.org/anthology/D17-1018, Copenhagen, Denmark: Association for Computational Linguistics, Sep. [Online]"
308,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Devlin, J., Chang, M.-W., Lee, K., Toutanova, K., BERT: Pre-training of deep bidirectional transformers for language understanding (2019) Proc. Conf. North Amer. Ch. Asso. Comput. Linguist.: Human Lang. Technol., Volume 1 (Long and Short Papers), pp. 4171-4186"
309,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Vaswani, A., Attention is all you need (2017) Proc. NIPS, pp. 5998-6008"
310,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Doddington, G.R., Mitchell, A., Przybocki, M.A., Ramshaw, L.A., Strassel, S.M., Weischedel, R.M., The automatic content extraction (Ace) program-tasks, data, and evaluation (2004) Proc. Lrec, 2 (1), pp. 837-840. , Lisbon"
311,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Walker, C., Strassel, S., Medero, J., Maeda, K., Ace 2005 multilingual training corpus (2006) Linguistic Data Consortium, 57, p. 45. , https://catalog.ldc.upenn.edu/LDC2006T06, Philadelphia"
312,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Nguyen, T.H., Grishman, R., Relation extraction: Perspective from convolutional neural networks (2015) Proc. 1st Workshop Vector Space Model. Natural Lang. Process, pp. 39-48"
313,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Miwa, M., Bansal, M., End-to-end relation extraction using lstms on sequences and tree structures (2016) Proc. ACL, pp. 1105-1116. , Berlin, Germany:Association for Computational Linguistics"
314,2-s2.0-85107200162,Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text," Riedel, S., Yao, L., McCallum, A., Modeling relations and their mentions without labeled text (2010) Proc. Mach. Learn. Knowl. Discovery Databases, pp. 148-163. , J. L. Balcázar, F. Bonchi, A. Gionis, and M. Sebag, Eds. Berlin, Heidelberg: Springer Berlin Heidelberg"
