EID_x,Title_x,References,ref_title,Authors,Title_y,Abstract,DOI,Year,Cited by,Author Keywords,Index Keywords,EID_y
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case,"Aharrane, N., El Moutaouakil, K., Satori, K., (2015) A comparison of supervised classification methods for a statistical set of features: application: amazigh OCR, pp. 1-8. , 2015 Intelligent Systems and Computer Vision (ISCV), IEEE",,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Aizawa, A., An information-theoretic perspective of tf–idf measures (2003) Information Processing and Management, 39 (1), pp. 45-65",An information-theoretic perspective of tf–idf measures,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Akhtar, N., Qureshi, M.N., Ahamad, M.V., An improved clustering method for text documents using neutrosophic logic (2017) Applications of Soft Computing for the Web, pp. 167-179. , Springer, Singapore",An improved clustering method for text documents using neutrosophic logic,"Akhtar N., Qureshi M.N., Ahamad M.V.",An improved clustering method for text documents using neutrosophic logic,[No abstract available],,2017.0,1.0,,,2-s2.0-85103915355
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Ansari, A.Q., Biswas, R., Aggarwal, S., Neutrosophic classifier: an extension of fuzzy classifer (2013) Applied Soft Computing, 13 (1), pp. 563-573",Neutrosophic classifier: an extension of fuzzy classifer,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Bounabi, M., El Moutaouakil, K., Satori, K., A comparison of text classification methods method of weighted terms selected by different stemming techniques (2017) in Proceedings of the 2nd international Conference on Big Data, Cloud and Applications, p. 43. , p., ACM",A comparison of text classification methods method of weighted terms selected by different stemming techniques,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Bounabi, M., El Moutaouakil, K., Satori, K., A probabilistic vector representation and neural network for text classification (2018) International Conference on Big Data, Cloud and Applications, pp. 343-355. , Springer, Cham",A probabilistic vector representation and neural network for text classification,"Bounabi M., Moutaouakil K.E., Satori K.",A probabilistic vector representation and neural network for text classification,"The increasing of the textual databases and its representation in large spaces prevents the automation of the treatment of these great masses and the extraction of knowledge. In order to address the challenges of high dimensionality which using the methods and technics of the text mining. Where the term frequency-inverse document frequency (TF-IDF), weighting method, is the most required approach to represent the document. Unfortunately, TF-IDF produces descriptors of large sizes (generally greater than 1000), which requires models with great complexity. However, the texts classification systems based on these models suffer from the overfitting phenomenon and are very slow. Therefore, to overcome these problems, we use the select attributes methods; by giving the deterministic aspect of this latter, we risk to lose huge information. Thus, to recover from this loss, we propose a probabilistic vector representation of each document, based on the relevant terms selected previously. Then, we associate a set of features to each document composed by local and global probabilistic coefficients basing on the selected terms. More specifically and precisely, the components formulas are composed by the frequency of each descriptor, the length of each document and the size of the corpus. To show the performance of this treatment we propose comparative studies between TF-IDF representation and the new probabilistic representation, to classify the BBCSPORT corpus. Moreover, in the classification phase, we use several versions of Bayesian Network and Multilayer Perceptron. The obtained results are satisfied, where the neural network classifier, multilayer perceptron, gives 100% as a recognition rate, using the new representation and 94.69%, using the simple TF-IDF weighting. © Springer Nature Switzerland AG 2018.",10.1007/978-3-319-96292-4_27,2018.0,8.0,Bayes Net; Feature selection; Multilayer perceptron; Probabilistic representation; Select attributes; Text classification,Bayesian networks; Classification (of information); Data mining; Feature extraction; Inverse problems; Multilayer neural networks; Multilayers; Bayes net; Classification system; Neural network classifier; Probabilistic representation; Probabilistic vector; Select attributes; Term frequencyinverse document frequency (TF-IDF); Text classification; Text processing,2-s2.0-85063738781
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Bounabi, M., El Moutaouakil, K., Satori, K., Association models to select the best rules for fuzzy inference system (2020) Embedded Systems and Artificial Intelligence, pp. 349-357. , Springer, Singapore",Association models to select the best rules for fuzzy inference system,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Bounabi, M., Moutaouakil, K.E., Satori, K., A comparison of text classification methods using different stemming techniques (2019) International Journal of Computer Applications in Technology, 60 (4), pp. 298-306",A comparison of text classification methods using different stemming techniques,"Bounabi M., El Moutaouakil K., Satori K.",A comparison of text classification methods using different stemming techniques,"In the retrieval of information, two factors have an important impact on the performance of systems: the extract features and the matching process. In this work, we compare three well-known stemming techniques: Lovins stemmer, iterated Lovins and snowball stemmer. Concerning the classification phase, we compare, experimentally, six methods: BNET, NBMU, CNB, RF, SLogicF, and SVM. Basing on this comparison, we propose a new retrieval system by calling the voting method, as a matching tool, to improve the performance of the classical systems. In this paper, we use the TF-IDF algorithm to extract features. The envisaged systems are tested on two databases: BBCNEWS and BBCSPORT. The systems based on Lovins stemmers and on the voting technique give the best results. In fact, for the first databases, the best accuracy observed is for the system Lovins + Vote with a recognition rate of 97%. Concerning the second database, the system snowball +Vote gives us 99% as recognition rate. Copyright © 2019 Inderscience Enterprises Ltd.",10.1504/IJCAT.2019.101171,2019.0,10.0,Classification; CNB; NB; NBMU; RF; SLogiF; Stemmer; SVM; Term-weighting; Voting technique,Classification (of information); Database systems; Natural language processing systems; Niobium; Rayon yarn; Support vector machines; Text processing; NBMU; SLogiF; Stemmer; Term weighting; Voting techniques; Search engines,2-s2.0-85069942172
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Broumi, S., Bakali, A., Talea, M., Smarandache, F., Dey, A., Spanning tree problem with neutrosophic edge weights (2018) Procedia Computer Science, 127, pp. 190-199",Spanning tree problem with neutrosophic edge weights,"Broumi S., Bakali A., Talea M., Smarandache F., Dey A., Sonf L.H.",Spanning tree problem with neutrosophic edge weights,"Neutrosophic set and neutrosophic logic theory are renowned theories to deal with complex, not clearly explained and uncertain real life problems, in which classical fuzzy sets/models may fail to model properly. This paper introduces an algorithm for finding minimum spanning tree (MST) of an undirected neutrosophic weighted connected graph (abbr. UNWCG) where the arc/edge lengths are represented by a single valued neutrosophic numbers. To build the MST of UNWCG, a new algorithm based on matrix approach has been introduced. The proposed algorithm is compared to other existing methods and finally a numerical example is provided. © 2018 The Authors. Published by Elsevier B.V.",10.1016/j.procs.2018.01.114,2018.0,16.0,Minimum spanning tree problem; Neutrosophic matrix; Score function; Single valued neutrosophic sets,Clustering algorithms; Computation theory; Data Science; Graph algorithms; Intelligent computing; Matrix algebra; Numerical methods; Connected graph; Minimum Spanning Tree problem; Minimum spanning trees; Neutrosophic logic; Neutrosophic sets; Real-life problems; Score function; Spanning tree problems; Trees (mathematics),2-s2.0-85045676559
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Chen, K., Zhang, Z., Long, J., Zhang, H., Turning from TF-IDF to TF-IGM for term weighting in text classification (2016) Expert Systems with Applications, 66, pp. 245-260",Turning from TF-IDF to TF-IGM for term weighting in text classification,"Chen K., Zhang Z., Long J., Zhang H.",Turning from TF-IDF to TF-IGM for term weighting in text classification,"Massive textual data management and mining usually rely on automatic text classification technology. Term weighting is a basic problem in text classification and directly affects the classification accuracy. Since the traditional TF-IDF (term frequency & inverse document frequency) is not fully effective for text classification, various alternatives have been proposed by researchers. In this paper we make comparative studies on different term weighting schemes and propose a new term weighting scheme, TF-IGM (term frequency & inverse gravity moment), as well as its variants. TF-IGM incorporates a new statistical model to precisely measure the class distinguishing power of a term. Particularly, it makes full use of the fine-grained term distribution across different classes of text. The effectiveness of TF-IGM is validated by extensive experiments of text classification using SVM (support vector machine) and kNN (k nearest neighbors) classifiers on three commonly used corpora. The experimental results show that TF-IGM outperforms the famous TF-IDF and the state-of-the-art supervised term weighting schemes. In addition, some new findings different from previous studies are obtained and analyzed in depth in the paper. © 2016 Elsevier Ltd",10.1016/j.eswa.2016.09.009,2016.0,137.0,Class distinguishing power; Classifier; Inverse gravity moment (IGM); Term weighting; Text classification,Classification (of information); Classifiers; Information management; Information retrieval systems; Nearest neighbor search; Support vector machines; Automatic text classification; Class distinguishing power; Classification accuracy; Inverse Document Frequency; Inverse gravity moment (IGM); SVM(support vector machine); Term weighting; Text classification; Text processing,2-s2.0-84987860660
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Dang, S., Ahmad, P.H., Text mining: Techniques and its application (2014) International Journal of Engineering and Technology Innovations, 1 (4), pp. 866-2348",Text mining: Techniques and its application,"Dang S., Ahmad P.H.",Text mining: Techniques and its application,[No abstract available],,2014.0,23.0,,,2-s2.0-85044921073
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Dunne, R.A., Campbell, N.A., On the pairing of the softmax activation and cross-entropy penalty functions and the derivation of the softmax activation function (1997) in Proc. 8th Aust. Conf. on the Neural Networks, 181, p. 185. , p., Melbourne",On the pairing of the softmax activation and cross-entropy penalty functions and the derivation of the softmax activation function,"Dunne R.A., Campbell N.A.",On the pairing of the softmax activation and cross-entropy penalty functions and the derivation of the softmax activation function,[No abstract available],,1997.0,125.0,,,2-s2.0-27544483995
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Feng, X., Liang, Y., Shi, X., Xu, D., Wang, X., Guan, R., Overfitting reduction of text classification based on AdaBELM (2017) Entropy, 19 (7), p. 330",Overfitting reduction of text classification based on AdaBELM,"Feng X., Liang Y., Shi X., Xu D., Wang X., Guan R.",Overfitting reduction of text classification based on AdaBELM,"Overfitting is an important problem in machine learning. Several algorithms, such as the extreme learning machine (ELM), suffer from this issue when facing high-dimensional sparse data, e.g., in text classification. One common issue is that the extent of overfitting is not well quantified. In this paper, we propose a quantitative measure of overfitting referred to as the rate of overfitting (RO) and a novel model, named AdaBELM, to reduce the overfitting. With RO, the overfitting problem can be quantitatively measured and identified. The newly proposed model can achieve high performance on multi-class text classification. To evaluate the generalizability of the new model, we designed experiments based on three datasets, i.e., the 20 Newsgroups, Reuters-21578, and BioMed corpora, which represent balanced, unbalanced, and real application data, respectively. Experiment results demonstrate that AdaBELM can reduce overfitting and outperform classical ELM, decision tree, random forests, and AdaBoost on all three text-classification datasets; for example, it can achieve 62.2% higher accuracy than ELM. Therefore, the proposed model has a good generalizability. © 2017 by the authors.",10.3390/e19070330,2017.0,11.0,AdaBoost; Extreme learning machine; Feedforward neural network; Machine learning; Overfitting,,2-s2.0-85022182795
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Ge, L., Moh, T.S., Improving text classification with word embedding (2017) in 2017 IEEE International Conference on Big Data (Big Data), pp. 1796-1805. , IEEE",Improving text classification with word embedding,"Ge L., Moh T.-S.",Improving text classification with word embedding,"One challenge in text classification is that it is difficult to make feature reductions based on the definition of the features. An ineffective feature reduction may even worsen the classification accuracy. Word2Vec, a word embedding method, has recently been gaining popularity due to its high precision rate of analyzing the semantic similarity between words at relatively low computational cost. However, there is limited research about feature reduction using Word2Vec. In this project, we developed a method using Word2Vec to reduce the feature size while increasing the classification accuracy. We achieved feature reduction by loosely clustering similar features using graph search techniques. Similarity thresholds above 0.5 were used in our method to pair and cluster the features. Finally, we utilized Multinomial Naïve Bayes classifier, Support Vector Machine, K Nearest Neighbor and Random Forest classifier to evaluate the effect of our method. Four datasets with dimensions up to 100,000 feature size and 400,000 document size were used to evaluate the result of our method. The result showed that around 4-10% feature reduction was achieved with up to 1-4% improvement of classification accuracy in terms of different datasets and classifiers. Meanwhile, we also succeeded in improving feature reduction and classification accuracy by combining our method with other classic feature reduction techniques such as chi-square and mutual information. © 2017 IEEE.",10.1109/BigData.2017.8258123,2017.0,21.0,Feature reduction; KNN; Machine learning; Naïve Bayes; SVM; Word embedding; Word2Vec,Big data; Data reduction; Decision trees; Embeddings; Learning systems; Nearest neighbor search; Reduction; Semantics; Support vector machines; Text processing; Classification accuracy; Computational costs; Feature reduction; Mutual informations; Random forest classifier; Similarity threshold; Word embedding; Word2Vec; Classification (of information),2-s2.0-85047810548
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Greene, D., Cunningham, P., Practical solutions to the problem of diagonal dominance in kernel document clustering (2006) in Proceedings of the 23rd international conference on Machine learning, pp. 377-384",Practical solutions to the problem of diagonal dominance in kernel document clustering,"Greene D., Cunningham P.",Practical solutions to the problem of diagonal dominance in kernel document clustering,"In supervised kernel methods, it has been observed that the performance of the SVM classifier is poor in cases where the diagonal entries of the Gram matrix are large relative to the off-diagonal entries. This problem, referred to as diagonal dominance, often occurs when certain kernel functions are applied to sparse high-dimensional data, such as text corpora. In this paper we investigate the implications of diagonal dominance for unsupervised kernel methods, specifically in the task of document clustering. We propose a selection of strategies for addressing this issue, and evaluate their effectiveness in producing more accurate and stable clusterings.",10.1145/1143844.1143892,2006.0,153.0,,Classification (of information); Clustering algorithms; Matrix algebra; Problem solving; Diagonal dominance; Document clustering; Gram matrix; High-dimensional data; Kernel functions; SVM classifier; Text corpora; Support vector machines,2-s2.0-34250762673
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Gupta, Y., Saini, A., Saxena, A.K., A new fuzzy logic based ranking function for efficient information retrieval system (2015) Expert Systems with Applications, 42 (3), pp. 1223-1234",A new fuzzy logic based ranking function for efficient information retrieval system,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Hamon, D., (2016) System and method providing a binary representation of a web page, , (accessed U.S. Patent, 29 March 2016",,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Jang, J.S., ANFIS: adaptive-network-based fuzzy inference system (1993) IEEE Transactions on Systems, Man, and Cybernetics, 23 (3), pp. 665-685",ANFIS: adaptive-network-based fuzzy inference system,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Jones, K.S., A statistical interpretation of term specificity and its application in retrieval (1972) Journal of Documentation",A statistical interpretation of term specificity and its application in retrieval,Jones K.S.,A statistical interpretation of term specificity and its application in retrieval,"The exhaustivity of document descriptions and the specificity of index terms are usually regarded as independent. It is suggested that specificity should be interpreted statistically, as a function of term use rather than of term meaning. The effects on retrieval of variations in term specificity are examined, experiments with three test collections showing in particular that frequently-occurring terms are required for good overall performance. It is argued that terms should be weighted according to collection frequency, so that matches on less frequent, more specific, terms are of greater value than matches on frequent terms. Results for the test collections show that considerable improvements in performance are obtained with this very simple procedure. © 1972, MCB UP Limited",10.1108/eb026526,1972.0,2032.0,,,2-s2.0-84953744816
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Kandasamy, I., Vasantha, W.B., Obbineni, J.M., Smarandache, F., Sentiment analysis of tweets using refined neutrosophic sets (2020) Computers in Industry, 115, p. 103180",Sentiment analysis of tweets using refined neutrosophic sets,"Kandasamy I., Vasantha W.B., Obbineni J.M., Smarandache F.",Sentiment analysis of tweets using refined neutrosophic sets,"In the last decade, opinion mining and sentiment analysis have been the subject of fascinating interdisciplinary research. Alongside the evolution of social media networks, the sheer volume of social media text available for sentiment analysis has increased multi-fold, leading to a formidable corpus. Sentiment analysis of tweets have been carried out to gauge public opinion on breaking news, various policies, legislations, personalities and social movements. Fuzzy logic has been used in the sentiment analysis of twitter data, whereas neutrosophy which factors in the concept of indeterminacy has not been used to analyse tweets. In this paper, the concept of multi refined neutrosophic set (MRNS) with two positive, three indeterminate and two negative memberships is proposed. Single valued neutrosophic set (SVNS), triple refined indeterminate neutrosophic set (TRINS) and MRNS have been used in the sentiment analysis of tweets on ten different topics. Eight of these topics chosen for sentiment analysis are related to Indian scenario and two topics to international scenario. A comparative analysis of the methods show that the approach with MRNS provides better refinement to the indeterminacy present in the data. © 2019 Elsevier B.V.",10.1016/j.compind.2019.103180,2020.0,19.0,Indeterminacy; Multi refined neutrosophic set (MRNS); Neutrosophic logic; Neutrosophy; Opinion mining; Refined neutrosophic sets; Sentiment analysis; Single valued neutrosophic set (SVNS); Social media; Text mining; Triple refined indeterminate neutrosophic set (TRINS); Tweets,Computer circuits; Data mining; Fuzzy logic; Social aspects; Social networking (online); Indeterminacy; Neutrosophic logic; Neutrosophic sets; Neutrosophy; Opinion mining; Social media; Text mining; Tweets; Sentiment analysis,2-s2.0-85076731765
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Ko, Y., A new term‐weighting scheme for text classification using the odds of positive and negative class probabilities (2015) Journal of the Association for Information Science and Technology, 66 (12), pp. 2553-2565",A new term‐weighting scheme for text classification using the odds of positive and negative class probabilities,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Kou, G., Yang, P., Peng, Y., Xiao, F., Chen, Y., Alsaadi, F.E., Evaluation of feature selection methods for text classification with small datasets using multiple criteria decision-making methods (2020) Applied Soft Computing, 86, p. 105836",Evaluation of feature selection methods for text classification with small datasets using multiple criteria decision-making methods,"Kou G., Yang P., Peng Y., Xiao F., Chen Y., Alsaadi F.E.",Evaluation of feature selection methods for text classification with small datasets using multiple criteria decision-making methods,"The evaluation of feature selection methods for text classification with small sample datasets must consider classification performance, stability, and efficiency. It is, thus, a multiple criteria decision-making (MCDM) problem. Yet there has been few research in feature selection evaluation using MCDM methods which considering multiple criteria. Therefore, we use MCDM-based methods for evaluating feature selection methods for text classification with small sample datasets. An experimental study is designed to compare five MCDM methods to validate the proposed approach with 10 feature selection methods, nine evaluation measures for binary classification, seven evaluation measures for multi-class classification, and three classifiers with 10 small datasets. Based on the ranked results of the five MCDM methods, we make recommendations concerning feature selection methods. The results demonstrate the effectiveness of the used MCDM-based method in evaluating feature selection methods. © 2019 The Author(s)",10.1016/j.asoc.2019.105836,2020.0,121.0,Feature selection; MCDM; Small sample dataset; Text classification,Decision making; Feature extraction; Text processing; Classification performance; Feature selection methods; MCDM; Multi-class classification; Multiple criteria decision making; Multiple criteria decision-making problems; Small samples; Text classification; Classification (of information),2-s2.0-85075378577
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Krstajic, D., Buturovic, L.J., Leahy, D.E., Thomas, S., Cross-validation pitfalls when selecting and assessing regression and classification models (2014) Journal of Cheminformatics, 6 (1), pp. 1-15",Cross-validation pitfalls when selecting and assessing regression and classification models,"Krstajic D., Buturovic L.J., Leahy D.E., Thomas S.",Cross-validation pitfalls when selecting and assessing regression and classification models,"Background: We address the problem of selecting and assessing classification and regression models using cross-validation. Current state-of-the-art methods can yield models with high variance, rendering them unsuitable for a number of practical applications including QSAR. In this paper we describe and evaluate best practices which improve reliability and increase confidence in selected models. A key operational component of the proposed methods is cloud computing which enables routine use of previously infeasible approaches. Methods. We describe in detail an algorithm for repeated grid-search V-fold cross-validation for parameter tuning in classification and regression, and we define a repeated nested cross-validation algorithm for model assessment. As regards variable selection and parameter tuning we define two algorithms (repeated grid-search cross-validation and double cross-validation), and provide arguments for using the repeated grid-search in the general case. Results: We show results of our algorithms on seven QSAR datasets. The variation of the prediction performance, which is the result of choosing different splits of the dataset in V-fold cross-validation, needs to be taken into account when selecting and assessing classification and regression models. Conclusions: We demonstrate the importance of repeating cross-validation when selecting an optimal model, as well as the importance of repeating nested cross-validation when assessing a prediction error. © 2014 Krstajic et al.; licensee Chemistry Central Ltd.",10.1186/1758-2946-6-10,2014.0,300.0,,,2-s2.0-84899084283
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Liang, W.E.I., Exploration on translation of the literary term ambiguity (2017) China Terminology, (4), p. 9",Exploration on translation of the literary term ambiguity,Liang W.E.I.,Exploration on translation of the literary term ambiguity,[No abstract available],,2017.0,1.0,,,2-s2.0-85103886759
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Liu, C.Z., Sheng, Y.X., Wei, Z.Q., Yang, Y.Q., Research of text classification based on improved TF-IDF algorithm (2018) in 2018 IEEE International Conference of Intelligent Robotic and Control Engineering (IRCE), pp. 218-222. , August)., IEEE",Research of text classification based on improved TF-IDF algorithm,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Luhn, H.P., The automatic creation of literature abstracts (1958) IBM Journal of Research and Development, 2 (2), pp. 159-165",The automatic creation of literature abstracts,Luhn H.P.,The automatic creation of literature abstracts,[No abstract available],,1958.0,1619.0,,,2-s2.0-0000880768
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Mullai, M., Broumi, S., Stephen, A., Shortest path problem by minimal spanning tree algorithm using bipolar neutrosophic numbers (2017) International Journal of Mathematic Trends and Technology, 46 (2), pp. 80-87",Shortest path problem by minimal spanning tree algorithm using bipolar neutrosophic numbers,"Mullai M., Broumi S., Stephen A.",Shortest path problem by minimal spanning tree algorithm using bipolar neutrosophic numbers,[No abstract available],,2017.0,12.0,,,2-s2.0-85044095583
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Nancy Garg, H., An improved score function for ranking neutrosophic sets and its application to decision making process (2016) International Journal for Uncertainty Quantification, 6 (5), pp. 377-385",An improved score function for ranking neutrosophic sets and its application to decision making process,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Rajman, M., Besançon, R., Text mining: natural language techniques and text mining applications (1998) Data Mining and Reverse Engineering, pp. 50-64. , Springer, Boston, MA",Text mining: natural language techniques and text mining applications,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Rao, D.H., Saraf, S.S., Study of defuzzification methods of fuzzy logic controller for speed control of a DC motor (1996) in Proceedings of International Conference on Power Electronics, Drives and Energy Systems for Industrial Growth, 2, pp. 782-787. , IEEE",Study of defuzzification methods of fuzzy logic controller for speed control of a DC motor,"Rao D.H., Saraf S.S.",Study of defuzzification methods of fuzzy logic controller for speed control of a DC motor,"A typical Fuzzy Logic Controller (FLC) has the following components: fuzzification, knowledge base, decision making and defuzzification. Various defuzzification techniques have been proposed in the literature. The efficacy of a FLC depends very much on the defuzzification process. This is so because the overall performance of the system under control is determined by the controlling signal (the defuzzified output of the FLC) the system receives. The aim of this paper is to evaluate qualitatively the performance of the different defuzzification techniques as applied to speed control of a DC motor.",,1996.0,23.0,,Control theory; DC motors; Decision making; Error analysis; Fuzzy sets; Knowledge based systems; Performance; Speed control; Defuzzification methods; Fuzzification; Fuzzy control,2-s2.0-0029702850
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Ropero, J., Gómez, A., León, C., Carrasco, A., Term weighting: novel fuzzy logic based method vs classical TF-IDF method for web information extraction (2009) ICEIS, 2, pp. 130-137",Term weighting: novel fuzzy logic based method vs classical TF-IDF method for web information extraction,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Smarandache, F., (2002) Neutrosophy, a new branch of philosophy, , Infinite Study",,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Smarandache, F., Definiton of neutrosophic logic – a generalization of the intuitionistic fuzzy logic (2003) In EUSFLAT Conf, pp. 141-146",Definiton of neutrosophic logic – a generalization of the intuitionistic fuzzy logic,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Smarandache, F., Neutrosophic set–a generalization of the intuitionistic fuzzy set (2010) Journal of Defense Resources Management (JoDRM), 1 (1), pp. 107-116",Neutrosophic set–a generalization of the intuitionistic fuzzy set,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," (2003), Smarandache, F. (Ed.) (, Infinite Study",,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Svozil, D., Kvasnicka, V., Pospichal, J., Introduction to multi-layer feed-forward neural networks (1997) Chemometrics and Intelligent Laboratory Systems, 39 (1), pp. 43-62",Introduction to multi-layer feed-forward neural networks,"Svozil D., Kvasnička V., Pospíchal J.",Introduction to multi-layer feed-forward neural networks,Basic definitions concerning the multi-layer feed-forward neural networks are given. The back-propagation training algorithm is explained. Partial derivatives of the objective function with respect to the weight and threshold coefficients are derived. These derivatives are valuable for an adaptation process of the considered neural network. Training and generalisation of multi-layer feed-forward neural networks are discussed. Improvements of the standard back-propagation algorithm are reviewed. Example of the use of multi-layer feed-forward neural networks for prediction of carbon-13 NMR chemical shifts of alkanes is given. Further applications of neural networks in chemistry are reviewed. Advantages and disadvantages of multilayer feed-forward neural networks are discussed.,10.1016/S0169-7439(97)00061-0,1997.0,726.0,Back-propagation network; Neural networks,algorithm; analytic method; artificial neural network; carbon nuclear magnetic resonance; conference paper; internet; priority journal; protein folding; quantitative structure activity relation; spectroscopy,2-s2.0-0342871690
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Tharwat, A., Parameter investigation of support vector machine classifier with kernel functions (2019) Knowledge and Information Systems, 61 (3), pp. 1269-1302",Parameter investigation of support vector machine classifier with kernel functions,Tharwat A.,Parameter investigation of support vector machine classifier with kernel functions,"Support vector machine (SVM) is one of the well-known learning algorithms for classification and regression problems. SVM parameters such as kernel parameters and penalty parameter have a great influence on the complexity and performance of predicting models. Hence, the model selection in SVM involves the penalty parameter and kernel parameters. However, these parameters are usually selected and used as a black box, without understanding the internal details. In this paper, the behavior of the SVM classifier is analyzed when these parameters take different values. This analysis consists of illustrative examples, visualization, and mathematical and geometrical interpretations with the aim of providing the basics of kernel functions with SVM and to show how it works to serve as a comprehensive source for researchers who are interested in this field. This paper starts by highlighting the definition and underlying principles of SVM in details. Moreover, different kernel functions are introduced and the impact of each parameter in these kernel functions is explained from different perspectives. © 2019, Springer-Verlag London Ltd., part of Springer Nature.",10.1007/s10115-019-01335-4,2019.0,35.0,Gaussian kernel; Kernel functions; Linear kernel; Parameter optimization; Polynomial kernel; Radial basis function; Support vector machine (SVM),Functions; Learning algorithms; Support vector regression; Gaussian kernels; Kernel function; Linear kernel; Parameter optimization; Polynomial kernels; Radial basis functions; Support vector machines,2-s2.0-85060920705
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," WangSmarandacheZhang, H., Sunderraman, R., (2010) Single valued neutrosophic sets. Infinite study",,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Wu, H.C., Luk, R.W.P., Wong, K.F., Kwok, K.L., Interpreting tf-idf term weights as making relevance decisions (2008) ACM Transactions on Information Systems (TOIS), 26 (3), pp. 1-37",Interpreting tf-idf term weights as making relevance decisions,,,,,,,,,
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," Zadeh, L.A., Fuzzy sets (1965) Information and Control, 8 (3), pp. 338-353",Fuzzy sets,Zadeh L.A.,Fuzzy sets,"A fuzzy set is a class of objects with a continuum of grades of membership. Such a set is characterized by a membership (characteristic) function which assigns to each object a grade of membership ranging between zero and one. The notions of inclusion, union, intersection, complement, relation, convexity, etc., are extended to such sets, and various properties of these notions in the context of fuzzy sets are established. In particular, a separation theorem for convex fuzzy sets is proved without requiring that the fuzzy sets be disjoint. © 1965 Academic Press, Inc.",10.1016/S0019-9958(65)90241-X,1965.0,55488.0,,,2-s2.0-34248666540
2-s2.0-85103899477,A new neutrosophic TF-IDF term weighting for text mining tasks: text classification use case," ZhangWang, H.Y., Chen, X.H., (2014) Interval neutrosophic sets and their application in multicriteria decision making problems, p. 645953. , p., Sci. World J. 2014",,,,,,,,,,
