Key,Title,include_aparna,include_kyle
DCSICCZN,Machine Learning for NetFlow Anomaly Detection with Human-Readable Annotations,0,1
QGS93Z7F,Structured learning modulo theories,0,1
8D94U4YD,Fuzzy modifiers at the core of interpretable fuzzy systems,0,0
FD7A4BSF,Commonsense visual sensemaking for autonomous driving – On generalised neurosymbolic online abduction integrating vision and semantics,0,0
4S3K6AGH,Vehicle Trajectory Prediction Using Generative Adversarial Network with Temporal Logic Syntax Tree Features,0,0
DAGZL4X6,Fast Collective Activity Recognition under Weak Supervision,0,0
3YZFL64E,A composite discretization scheme for symbolic identification of complex systems,0,0
8PD8BXUD,Probabilistic spatio-temporal inference for motion event understanding,0,0
BYRRI9MW,Research on sound classification based on SVM,0,0
VYX2CHG3,A probabilistic modeling approach for interpretable data inference and classification,1,1
6XJRUFBQ,Extracting and inserting knowledge into stacked denoising auto-encoders,0,0
U78MYWZN,Fast geostatistical seismic inversion coupling machine learning and Fourier decomposition,0,0
8EGWW25B,Design of Reliable SoCs with BIST Hardware and Machine Learning,0,0
XTTRFFZJ,Enabling Flexible Resource Allocation in Mobile Deep Learning Systems,0,0
447BZ3A4,TICS: text–image-based semantic CAPTCHA synthesis via multi-condition adversarial learning,0,0
N23UM3QC,Channel Estimation based on Deep Learning in Vehicle-to-everything Environments,0,0
CIIHX9CU,SMINT: Toward interpretable and robust model sharing for deep neural networks,0,0
8NTXV9BV,A case-based reasoning system for supervised classification problems in the medical field,0,0
ZZ94GCNR,An adaptive model for identification of influential bloggers based on case-based reasoning using random forest,0,0
59C8QEM3,Interpretable confidence measures for decision support systems,0,0
QHKF8WS4,Data classification using evidence reasoning rule,0,0
3YFVRRKE,Hierarchical Graph Transformer-Based Deep Learning Model for Large-Scale Multi-Label Text Classification,1,1
QFHEY9L3,An optimal method for prediction and adjustment on byproduct gas holder in steel industry,0,0
PXG38ZQ6,Bond Type Restricted Property Weighted Radial Distribution Functions for Accurate Machine Learning Prediction of Atomization Energies,0,1
B3U9XCNN,Learning Description Logic Ontologies: Five Approaches. Where Do They Stand?,1,0
6M8WIGVS,Towards explainable deep neural networks (xDNN),0,0
4DLHETA7,Online Deep Fuzzy Learning for Control of Nonlinear Systems Using Expert Knowledge,0,0
KAYZ6FRX,Towards a Deep Improviser: a prototype deep learning post-tonal free music generator,0,0
W2C4JY9K,A new imputation method based on genetic programming and weighted KNN for symbolic regression with incomplete data,1,0
Q2FRTUCJ,Granularity analysis for mathematical proofs,0,0
6FRUK6MX,Analysis of Travellers’ Online Reviews in Social Networking Sites Using Fuzzy Logic Approach,1,1
D2KJEDQ8,Machine learning-based consensus decision-making support for crowd-scale deliberation,0,0
T5PBB472,WaveFunctionCollapse: Content Generation via Constraint Solving and Machine Learning,0,0
JJ6QJP4H,Signal Parameter Estimation and Classification Using Mixed Supervised and Unsupervised Machine Learning Approaches,0,0
AUD25GFX,A novel current controlled configurable RO PUF with improved security metrics,0,0
RVGS5W42,"Fast-forward solver for inhomogeneous media using machine learning methods: artificial neural network, support vector machine and fuzzy logic",0,1
AVLQEA3Z,Learning with Interpretable Structure from Gated RNN,0,0
L434UWWX,Learning to assemble: Estimating 6d poses for robotic object-object manipulation,0,0
TXRTAFYY,A complete online-SVM pipeline for case-based reasoning system: a study on pipe defect detection system,0,1
WET9CYNX,Breaking Neural Reasoning Architectures With Metamorphic Relation-Based Adversarial Examples,1,1
EYV3YM7J,An extension of the type-1 and singleton fuzzy logic system trained by scaled conjugate gradient methods for multiclass classification problems,0,1
6DLU66UC,Advances in integrative statistics for logic programming,0,0
GIWPH92Z,Meta-Interpretive Learning from noisy images,0,0
TY4MG3ST,Interpretable time series classification using linear models and multi-resolution multi-domain symbolic representations,0,0
LX6SZVZA,Digital libraries: the systems analysis perspective machine erudition,0,0
R25V6S6G,In-Stream Correlation-Based Division and Bit-Inserting Square Root in Stochastic Computing,0,0
V3J6IF6I,Replicating a Trading Strategy by Means of LSTM for Financial Industry Applications,0,1
SGY5XAFL,Evidence reasoning rule-based classifier with uncertainty quantification,0,0
9VTEJVYM,A data-driven predictive system using Case-Based Reasoning for the configuration of device-assisted back pain therapy,0,0
LZLNB7QU,Machine Learning Techniques Applied to On-Line Voltage Stability Assessment: A Review,1,0
ZJCKGVJF,Machine learning approaches for predicting software maintainability: A fuzzy-based transparent model,0,0
BCNCJZJT,UNSAIL: Thwarting Oracle-Less Machine Learning Attacks on Logic Locking,0,0
ZJJECNSU,Heterogeneous tree structure classification to label Java programmers according to their expertise level,0,0
RKWLKKSY,Logic -oriented autoencoders and granular logic autoencoders: Developing interpretable data representation,0,1
S8ZUEN7B,Portfolio theorem proving and prover runtime prediction for geometry,0,0
JDSMTE86,Towards Hallucinating Machines - Designing with Computational Vision,0,0
GW9R9ULR,A geometric algebra based distributional model to encode sentences semantics,1,1
MS5DZ5LX,Classification of colposcopic images using a multi-breakpoints discretization approach on temporal patterns,0,0
8DPUD7GQ,Support relation analysis and decision making for safe robotic manipulation tasks,0,0
G7FART2Q,Performance prediction and adaptation for database management system workload using Case-Based Reasoning approach,0,0
ZZD5CR9J,A case-based reasoning system for aiding detection and classification of nosocomial infections,0,0
KF7JL3EM,Robust regulation adaptation in multi-agent systems,0,1
XULCVY56,UGEMM: Unary Computing for GEMM Applications,0,0
6JPNBNK7,Predictions-on-chip: model-based training and automated deployment of machine learning models at runtime: For multi-disciplinary design and operation of gas turbines,0,0
N5YP5BGA,Quantum gate learning in qubit networks: Toffoli gate without time-dependent control,0,0
UUMM6HWA,A very deep two-stream network for crowd type recognition,1,1
EM6JZ6VL,Remote diagnosis of diabetics patient through speech engine and fuzzy based machine learning algorithm,0,0
Y377YRJ7,Learning Inference Rules from Data,0,0
9CU6G7II,Towards mining scientific discourse using argumentation schemes,0,1
WPJT4YPF,Safe Autonomy Under Perception Uncertainty Using Chance-Constrained Temporal Logic,0,0
PEWIPSFT,Representation and Computation in Cognitive Models,0,1
N3GREVPQ,Scalable learning and inference in Markov logic networks,0,0
BEGC7W2Z,Incremental Learning Using a Grow-and-Prune Paradigm with Efficient Neural Networks,0,0
UBT6J2HF,Causal inference for social discrimination reasoning,1,0
UXZI5FA2,VKF-method of hypotheses generation,0,0
Q9QVE8BI,Machine translation-based bug localization technique for bridging lexical gap,0,0
IEMP8Y5M,TeLEx: learning signal temporal logic from positive examples using tightness metric,0,0
GUE6J6SK,Embedding Encryption and Machine Learning Intrusion Prevention Systems on Programmable Logic Controllers,0,0
NCK7SHXX,Predicting X-Sensitivity of Circuit-Inputs on Test-Coverage: A Machine-Learning Approach,0,0
8BD55I5J,Soil Moisture Retrieval Using UWB Echoes via Fuzzy Logic and Machine Learning,0,0
R4VX93N5,Distributed cooperative learning over networks via fuzzy logic systems: Performance analysis and comparison,0,0
FYPY67Y2,Ordinal Logic Regression: A classifier for discovering combinations of binary markers for ordinal outcomes,0,0
JEAI7TP6,SoC Speed Binning Using Machine Learning and On-Chip Slack Sensors,0,0
EX7QELKF,"Research for practice: Cryptocurrencies, blockchains, and smart contracts; Hardware for deep learning",0,0
8XYACC46,Applying cognitive dynamic learning strategies for margins reduction in operational optical networks,0,0
FEWP3V6C,A Gaussian process-based definition reveals new and bona fide genetic interactions compared to a multiplicative model in the Gram-negative Escherichia coli,0,0
XXGAWQ9I,Situational knowledge representation for traffic observed by a pavement vibration sensor network,0,0
N5RLUPDA,Interpretable Deep Convolutional Fuzzy Classifier,1,1
3RZXW428,Learning visual features for relational CBIR,0,0
ZMFJPX6L,PathPair2Vec: An AST path pair-based code representation method for defect prediction,1,0
HHYKU45N,Generalized Regression Neural Network Model Based Estimation of Global Solar Energy Using Meteorological Parameters,0,0
2CRTXYBF,A new type of neurons for machine learning,0,0
PKF4A9PX,"Learning efficient, explainable and discriminative representations for pulmonary nodules classification",0,0
QKN9U9FK,IOT based wearable sensor for diseases prediction and symptom analysis in healthcare sector,0,0
CBI5DETP,Online soft-error vulnerability estimation for memory arrays and logic cores,0,0
BZ39Y225,A highly accurate firefly based algorithm for heart disease prediction,0,0
4YLXMMZT,Comparing prediction performance for crash injury severity among various machine learning and statistical methods,0,0
L4TLETZG,Conversational case-based reasoning in medical decision making,0,0
6TA6UVA3,Track Fusion and Behavioral Reasoning for Moving Vehicles Based on Curvilinear Coordinates of Roadway Geometries,0,0
BNTKU5X8,The role of analogy in ontology alignment: A study on LISA,0,0
PTDNCH4X,Applying algorithm selection to abductive diagnostic reasoning,0,0
CSWYYL8Q,Using causality modeling and fuzzy lattice reasoning algorithm for predicting blood glucose,0,0
9FM8EJ5G,Logic Synthesis of Binarized Neural Networks for Efficient Circuit Implementation,0,0
L2MYRV8E,Depicting probabilistic context awareness knowledge in deliberative architectures,0,0
KIZSC2UC,Forecasting Stock Market Indices Using Padding-based Fourier Transform Denoising and Time Series Deep Learning Models,0,0
WHI62TTX,Bidirectional Representation Learning from Transformers using Multimodal Electronic Health Record Data to Predict Depression,0,0
98KSPQSV,CBR based reactive behavior learning for the memory-prediction framework,0,0
GYPI2AN5,Semantic approach for Web service classification using machine learning and measures of semantic relatedness,1,0
EBRNSDE8,A fuzzy based high-resolution multi-view deep CNN for breast cancer diagnosis through SVM classifier on visual analysis,0,0
6E2QYTTA,Machine learning models for estimating quality of transmission in DWDM networks,0,0
WK6M489N,Reliable Multi-Object Tracking Model Using Deep Learning and Energy Efficient Wireless Multimedia Sensor Networks,0,0
5CKBVK32,Data-driven artificial intelligence to automate researcher assessment,0,0
LF34PFXG,Time-weighted Fuzzy Support Vector Machines for classification in changing environments,1,1
5LUKX4N3,Bug prediction of systemC models using machine learning,0,0
48NS46BH,Adding Intelligence to Cars Using the Neural Knowledge DNA,1,0
W4HQGRLB,Supervised machine learning techniques in cognitive radio networks during cooperative spectrum handovers,0,0
F8KBNCC4,Efficient Board-Level Functional Fault Diagnosis with Missing Syndromes,0,0
9TWTSM5T,An intelligent energy management and traffic predictive model for autonomous vehicle systems,0,0
XNQ43FUM,Fuzzy Logic Power Management Strategy for a Residential DC-Microgrid,0,0
D4FAGPT6,Leveraging deep learning with symbolic sequences for robust head poses estimation,0,0
8QQX7JWJ,Just-In-Time Constraint-Based Inference for Qualitative Spatial and Temporal Reasoning,0,0
BE3NJ42N,Solving the same-different task with convolutional neural networks,0,0
SCVW4W8F,"See, feel, act: Hierarchical learning for complex manipulation skills with multisensory fusion",0,0
56HPK69P,Geometry understanding from autonomous driving scenarios based on feature refinement,0,0
C95BG4IA,LTL model checking based on binary classification of machine learning,0,1
GNLF38VF,A Transductive Transfer Learning Approach Based on Manifold Learning,0,0
D82YIGAJ,Optimizing and updating lora communication parameters: A machine learning approach,0,0
LXSCW8ZB,A study of performance on microarray data sets for a classifier based on information theoretic learning,0,0
XFHZHD3R,On Synthesizing Memristor-Based Logic Circuits with Minimal Operational Pulses,0,0
RHDLUMKA,A multi-view deep learning approach for predictive business process monitoring,0,0
7JU9GBNP,DeepWukong: Statically Detecting Software Vulnerabilities Using Deep Graph Neural Network,0,0
TEUJNY74,Rough Sets: From Rudiments to Challenges,0,0
YEX7YM2Z,DDoS attack detection: A key enabler for sustainable communication in internet of vehicles,0,0
93IZB3KL,Speeding up operations on feature terms using constraint programming and variable symmetry,0,1
UHF4KSQN,Complementing Agents with Cognitive Services: A Case Study in Healthcare,0,0
Y8G9T9WU,Self-Deployment of Non-Stationary Wireless Systems by Knowledge Management with Artificial Intelligence,0,0
FL75M3I3,A probabilistic approach to case-based inference,0,0
YKFJ9U5X,Exploring the Structural and Strategic Bases of Autism Spectrum Disorders with Deep Learning,0,0
7YED2XWT,Low-energy acceleration of binarized convolutional neural networks using a spin hall effect based logic-in-memory architecture,0,0
4BP6W2ZS,Application of face image detection based on deep learning in privacy security of intelligent cloud platform,0,0
ZCU7C7XV,Data-driven symbolic ensemble models for wind speed forecasting through evolutionary algorithms,1,0
LW74W6EU,Forecasting of Multivariate Time Series via Complex Fuzzy Logic,0,0
PNCT6UZJ,DLSTM: Distributed Long Short-Term Memory Neural Networks for the Internet of Things,0,0
PBXZ5BYF,An interactive multi-agent reasoning model for sentiment analysis: a case for computational semiotics,0,0
Z9QQYW3B,Preliminary numerical investigations of conformal predictors based on fuzzy logic classifiers,0,0
BXD8N3PT,Predicting tweet impact using a novel evidential reasoning prediction method,0,0
Y4UGJMZB,Towards a speech therapy support system based on phonological processes early detection,0,0
CN82MUPQ,Machine learning techniques to identify mind-wandering and predict hazard response time in fully immersive driving simulation,1,0
69YT4H38,A Deep-Big Data Approach to Health Care in the AI Age,0,0
HY5JG733,An attribute weight assignment and particle swarm optimization algorithm for medical database classifications,0,0
DEL9KI7L,Hybrid Labels Are the New Measure!,0,0
5RXJR4YB,"Machine learning-based anomaly detection via integration of manufacturing, inspection and after-sales service data",0,0
URNQLME2,Deep Collocative Learning for Immunofixation Electrophoresis Image Analysis,0,0
A6DWFY9T,The Analysis of Node Planning and Control Logic Optimization of 5G Wireless Networks under Deep Mapping Learning Algorithms,0,0
PCB97HVL,Integrative relational machine-learning for understanding drug side-effect profiles,0,0
UR7QDPSE,Fuzzy Based Sleep Scheduling Algorithm with Machine Learning Techniques to Enhance Energy Efficiency in Wireless Sensor Networks,0,0
9EWSNTFD,Interperforming in AI: question of ‘natural’ in machine learning and recurrent neural networks,0,0
98BKP8UY,Design ensemble machine learning model for breast cancer diagnosis,0,0
8XDDKV39,Predicting future state for adaptive clinical pathway management,0,0
SW3IVU8E,Personalized response generation by Dual-learning based domain adaptation,0,0
57N6TFUE,Interaction-transformation symbolic regression with extreme learning machine,1,0
FDFXQTPI,Hausdorff distance measure based interval fuzzy possibilistic c-means clustering algorithm,0,0
VRF6UTTU,Qualitative Temporal Reasoning Can Improve on Temporal Annotation Quality: How and Why,0,1
KD52S268,Enhancing Lattice-Based Motion Planning with Introspective Learning and Reasoning,0,0
WKY6S4B3,Robot-Assisted Autism Spectrum Disorder Diagnostic Based on Artificial Reasoning,0,0
FVSE7PZC,Venture capital decision based on FPGA and machine learning,0,0
2KQPE2X9,Adaptive Resonance Theory in the time scales calculus,0,0
JPE9YDXC,Two-Loop Covert Attacks Against Constant Value Control of Industrial Control Systems,0,0
FXXW7U9X,How and What Can Humans Learn from Being in the Loop?: Invoking Contradiction Learning as a Measure to Make Humans Smarter,0,0
GBXKTI2T,Hyperdimensional computing in industrial systems: The use-case of distributed fault isolation in a power plant,0,0
HMJCZNG7,Autonomous deep feature extraction based method for epileptic EEG brain seizure classification,0,0
2WUX3A5X,Forecasting Fluctuations in the Financial Index Using a Recurrent Neural Network Based on Price Features,0,0
YT8G54QC,SDN flow entry management using reinforcement learning,0,0
ILW2DACB,Compare and contrast: Detecting mammographic soft-tissue lesions with C2-Net,0,0
D95V9J3I,Assessment of a Markov logic model of crop rotations for early crop mapping,0,0
BW6N9BEU,Machine Learning Based Resource Utilization and Pre-estimation for Network on Chip (NoC) Communication,0,0
FKH98MKK,Fuzzy approach for classification of pork into quality grades: coping with unclassifiable samples,0,0
IT2WMG4F,Fairness in machine learning with tractable models,0,0
WDR7PKIG,Ground-Aware Monocular 3D Object Detection for Autonomous Driving,0,0
47NUL4SY,Machine Learning Model for Computational Tracking and Forecasting the COVID-19 Dynamic Propagation,0,0
XIC5NJMS,Field-free spin–orbit torque perpendicular magnetization switching in ultrathin nanostructures,0,0
MJ673VF6,Machine learning for first-order theorem proving: Learning to select a good Heuristic,0,0
Z9YHAJZI,ScanAT: Identification of Bytecode-Only Smart Contracts with Multiple Attribute Tags,0,0
Z6T53HM9,Challenges in proteogenomics: A comparison of analysis methods with the case study of the DREAM proteogenomics sub-challenge,0,0
HR64R47Q,Multi-objective symbolic regression using long-term artificial neural network memory (LTANN-MEM) and neural symbolization algorithm (NSA),1,0
E79J9D2F,Mining Semantic Knowledge Graphs to Add Explainability to Black Box Recommender Systems,0,1
VHF2H43S,Using artificial intelligence to support compliance with the general data protection regulation,0,0
DL37QJE8,Physically Unclonable and Reconfigurable Computing System (PURCS) for Hardware Security Applications,0,0
WQJU4WUD,"Conditional probability logic, lifted Bayesian networks, and almost sure quantifier elimination",0,0
343UXVIM,BLAh: Boolean Logic Analysis for Graded Student Response Data,0,1
CJSN76WR,Ordered models for concept representation,0,0
NYRSDNUL,A psychometric evaluation of the digital logic concept inventory,0,0
Y7Z4S598,DAPath: Distance-aware knowledge graph reasoning based on deep reinforcement learning,0,1
NPTZVV3I,Emotion-enhanced classification based on fuzzy reasoning,1,1
QIWZN4UI,Multi-scale deep relational reasoning for facial kinship verification,0,0
DWXF6YVD,Deep neural networks with transfer learning in millet crop images,0,0
4AYRBJ85,Analysis of vibration high-frequency dynamic characteristics of wheelless rail vehicle system based on fuzzy logic control,1,1
5A7944LD,Alan turing and the development of artificial intelligence,0,1
U93UFH7K,Edge Computing and Deep Learning Enabled Secure Multi-Tier Network for Internet of Vehicles,0,0
DNQ648DW,A comprehensive study of small non-frameshift insertions/deletions in proteins and prediction of their phenotypic effects by a machine learning method (KD4i),0,0
8KE4F2HP,Detection of reduction-of-quality DDoS attacks using Fuzzy Logic and machine learning algorithms,0,0
EJAZZH8D,Knowledge-based deep belief network for machining roughness prediction and knowledge discovery,1,0
JGIJ5XT2,Contribution of learning CHARADE system of rules for the prevention of rail accidents,1,0
WDWYXV4W,Rule extraction from neural network trained using deep belief network and back propagation,1,1
F82SSRUW,Soft granular computing based classification using hybrid fuzzy-KNN-SVM,0,1
GX5IR2BJ,Is Human Walking a Network Medicine Problem? An Analysis Using Symbolic Regression Models with Genetic Programming,0,0
WDGGXRFT,Benchmarking state-of-the-art symbolic regression algorithms,1,0
XWFGXQVI,Integrating a semantic-based retrieval agent into case-based reasoning systems: A case study of an online bookstore,0,1
YNXWV2VC,A soft-sensing method of dissolved oxygen concentration by group genetic case-based reasoning with integrating group decision making,0,0
6D9FGR2F,Regression learning based on incomplete relationships between attributes,0,1
JE7GR44Q,Synthesis of incremental linear algebra programs,0,0
CUIWJLIZ,Time for a change: A tutorial for comparing multiple classifiers through Bayesian analysis,0,0
F3LKUNLQ,Do machine learning methods used in data mining enhance the potential of decision support systems? A review for the urban water sector,0,0
X9FXTBPE,A deep learning based multitask model for network-wide traffic speed prediction,0,0
7ERNIFYV,Optimal experiment design for coevolutionary active learning,0,0
4PMTIAUP,The three-way-in and three-way-out framework to treat and exploit ambiguity in data,0,0
CAANARKB,A neural network-based multi-agent classifier system with a Bayesian formalism for trust measurement,0,0
YLDVGTM3,Fuzzy multilevel graph embedding,0,0
T8Q34594,6G networks: Beyond Shannon towards semantic and goal-oriented communications,1,0
HTQ2HY8F,A context-sensitive offloading system using machine-learning classification algorithms for mobile cloud environment,0,0
SYJ9W3NF,A case-base fuzzification process: diabetes diagnosis case study,0,0
L4HLA26N,Learning and applying adaptation rules for categorical features: An ensemble approach,0,0
WNG5EMUI,Grid Integration of Solar Photovoltaic System Using Machine Learning-Based Virtual Inertia Synthetization in Synchronverter,0,0
HQYD7DXN,Automatic document layout analysis through relational machine learning,0,0
88EIMIB9,Classification of diabetes maculopathy images using data-adaptive neuro-fuzzy inference classifier,0,0
K7BY8PWM,Medical data classification using interval type-2 fuzzy logic system and wavelets,0,0
2KKWBRNS,SNoRe: Scalable Unsupervised Learning of Symbolic Node Representations,0,1
LR3FI9PH,Knowledge graphs,0,0
IN5NTL48,Speeding up inference for probabilistic logic programs,0,0
EPE47P4B,A novel hybrid machine learning approach for change detection in remote sensing images,0,0
5ICD7QYP,Integrated integer programming and decision diagram search tree with an application to the maximum independent set problem,0,0
JWXLTYZ6,A threshold fuzzy entropy based feature selection for medical database classification,0,0
TZB3DZY9,SML-Bench - A benchmarking framework for structured machine learning,0,1
K75C7DPI,Ontology mediation approach using formal concept analysis,0,1
MXE9GU4L,Shadow detection from images using fuzzy logic and PCPerturNet,0,0
ZTURK5EW,Reductive Reasoning Rough and Fuzzy Sets as Frameworks for Reductive Reasoning,0,0
NM743NT3,A fuzzy-ontology-oriented case-based reasoning framework for semantic diabetes diagnosis,0,0
ICX94CMM,Optimal quantum state transformations based on machine learning,0,0
LXSKDGQ2,CMODLB: an efficient load balancing approach in cloud computing environment,0,0
LFL6YQGV,A Decision Tree-Initialised Neuro-fuzzy Approach for Clinical Decision Support,1,0
H3QCZ6XR,Combining deep learning and argumentative reasoning for the analysis of social media textual content using small data sets,0,1
HK9P9MMN,Experimenting with the partnership ability φ-index on a million computer scientists,0,0
4XJIU46N,Extended Belief Rule-Base Optimization Base on Clustering Tree and Parameter Optimization,0,0
3NLTZ2RZ,Roller: a novel approach to Web information extraction,0,1
B7DZ7PSJ,Algorithm for identifying clients based on dynamic MAC addresses in narrowly targeted secure networks using deep learning neural networks,0,0
SESHVYVF,Neural network classifier for automatic course-keeping based on fuzzy logic,0,1
PEG4JVXZ,Crowdsourced reliable labeling of safety-rule violations on images of complex construction scenes for advanced vision-based workplace safety,0,0
9TSJKBGA,Global relational reasoning with spatial temporal graph interaction networks for skeleton-based action recognition,0,0
P7XN5PNI,A study on automatic fixture design using reinforcement learning,0,0
HE8I6226,Interactive relational reinforcement learning of concept semantics,1,0
LLSCAKRI,Knowledge-light adaptation approaches in case-based reasoning for radiotherapy treatment planning,0,0
N7KJGKCE,Library of actions: Implementing a generic robot execution framework by using manipulation action semantics,0,0
3P9VZIGK,Cognitive function synthesis: preliminary results,0,1
TUWJMS6C,A probabilistic argumentation framework for reinforcement learning agents: Towards a mentalistic approach to agent profiles,1,1
CIKGZ948,Structured probabilistic inference,0,0
B3ERYYBZ,Shrinking FPGA Static Power via Machine Learning-Based Power Gating and Enhanced Routing,0,0
F4EY43IL,Fuzzy Kernel Alignment with Application to Attribute Reduction of Heterogeneous Data,0,1
BEZQABKY,Towards a Quantum-Inspired Binary Classifier,0,0
8RN37DQZ,A machine learning system to improve heart failure patient assistance,0,0
RWQPHS8H,An Energy-Efficient Nonvolatile In-Memory Computing Architecture for Extreme Learning Machine by Domain-Wall Nanowire Devices,0,0
HMX329PF,3D Scene interpretation by combining probability theory and logic: The tower of knowledge,0,0
P5Y77D3H,Applying Probabilistic Programming to Affective Computing,1,1
3MYK5YAE,A novel machine learning technique for computer-aided diagnosis,0,0
VDHPWBD4,"Fast, accurate, and transferable many-body interatomic potentials by symbolic regression",1,0
YX2SCA8W,Automatic feature engineering for regression models with machine learning: An evolutionary computation and statistics hybrid,1,1
BSA4TJKU,Learning from heterogeneous temporal data in electronic health records,0,0
FHJCBRPD,An evidential classifier based on Dempster-Shafer theory and deep learning,1,0
GDY8SK4B,Image Segmentation Using Deep Learning: A Survey,0,0
HDTCXJVY,Forensic insights from smartphones through electromagnetic side-channel analysis,0,0
A9KYJTKS,Deep Learning and Dempster-Shafer Theory Based Insider Threat Detection,0,0
UAF9VVZ7,Learning Self-Informed Feature Contribution for Deep Learning-Based Acoustic Modeling,0,0
C4QA6KZT,"Perception, Guidance, and Navigation for Indoor Autonomous Drone Racing Using Deep Learning",0,0
N3IWMVH6,Spatial-Aware Hierarchical Collaborative Deep Learning for POI Recommendation,0,0
UXI3YFZE,MizAR 40 for Mizar 40,0,0
48I88AWX,"Reasoning with unknown, not-applicable and irrelevant meta-values in concept learning and pattern discovery",0,0
7KQW8ICA,"Cognitive Architecture, Holistic Inference and Bayesian Networks",0,1
DJWBTRHZ,An Explainable Machine Learning Model for Early Detection of Parkinson's Disease using LIME on DaTSCAN Imagery,0,0
R3GCF79Y,A study on hepatitis disease diagnosis using multilayer neural network with Levenberg Marquardt training algorithm,0,0
2RKWW4CU,A hybrid model combining case-based reasoning and fuzzy decision tree for medical data classification,0,0
2ASAPCSK,Human experts vs. machines in taxa recognition,0,0
7LHTB7DE,Performance comparison of intrusion detection systems and application of machine learning to Snort system,0,0
DKZCDC5T,Recent advances in the application of computational intelligence techniques in oil and gas reservoir characterisation: A comparative study,0,0
B3YKKZVJ,Decoding emotional changes of android-gamers using a fused Type-2 fuzzy deep neural network,0,0
3KMBVK7P,Interpretable semi-parametric regression models with defined error bounds,0,0
2Z2VPSI3,Fuzzy cognitive map based approach for predicting yield in cotton crop production as a basis for decision support system in precision agriculture application,0,0
PBATN5JV,The Hanabi challenge: A new frontier for AI research,0,0
H7BCABJX,Learning markov logic networks with limited number of labeled training examples,0,0
J5BDQFIM,Parallel online event calculus learning for complex event recognition,0,0
RE66UWH3,Monocular 3D vehicle detection with multi-instance depth and geometry reasoning for autonomous driving,0,0
LMXZ46W9,Multiple-valued computing by dipole-dipole coupled proteins,0,0
SMGRV8YM,A Vector Processor for Mean Field Bayesian Channel Estimation,0,0
B8H3TQZ9,Simultaneous Reconnection Surgery Technique of Routing with Machine Learning-Based Acceleration,0,0
IFRCPZ2Q,Factual and Counterfactual Explanations for Black Box Decision Making,1,1
DGEZSSJB,An analytical method for diseases prediction using machine learning techniques,0,0
87HMS7LA,A Machine Learning Method for Power Prediction on the Mobile Devices,0,0
2JUK2NGV,Approximate computing for Long Short Term Memory (LSTM) neural networks,0,0
7BC6KSYJ,Automatic full conversion of clinical terms into SNOMED CT concepts,0,0
UBYI8X7I,Multimodal and ontology-based fusion approaches of audio and visual processing for violence detection in movies,0,0
MI4QDPFV,Distributed training of support vector machine on a multiple-fpga system,0,0
SQI9GEV7,Efficient On-Chip Randomness Testing Utilizing Machine Learning Techniques,0,0
74QZV8X9,Robust reasoning over heterogeneous textual information for fact verification,0,1
NJFLVCKA,Formalizing biomedical concepts from textual definitions,0,1
SMHUZFII,On the predictive analysis of behavioral massive job data using embedded clustering and deep recurrent neural networks,1,0
6ZFYIRK7,Capturing causality and bias in human action recognition,0,0
9URQK9SB,Segmentation of deformed kidneys and nephroblastoma using Case-Based Reasoning and Convolutional Neural Network,0,1
452MQ7P7,Least squares support vector regression and interval type-2 fuzzy density weight for scene denoising,0,1
QYVF8259,Learning graphical models for relational data via lattice search,0,0
CA82TQD6,Automated identification of protein-ligand interaction features using Inductive Logic Programming: a hexose binding case study,0,0
MS2IJ8C7,Cardiac Phase Detection in Echocardiograms with Densely Gated Recurrent Neural Networks and Global Extrema Loss,0,0
EA7XCDNS,Remote sensing based rain fall prediction using big data assisted integrated routing framework,1,0
9YGPA79Q,A framework for learning comprehensible theories in XML document classification,0,1
4NTJ3CPI,Probabilistic framework for solving visual dialog,0,1
MDRB9QX7,Inference Over Distribution of Posterior Class Probabilities for Reliable Bayesian Classification and Object-Level Perception,0,1
F4IUDQR9,Hammer for Coq: Automation for Dependent Type Theory,0,0
B8H47IUG,Learning grammar rules of building parts from precise models and noisy observations,0,0
J2MLKV49,Evaluating representational systems in artificial intelligence,1,1
QQA8KEZY,Evidential calibration of binary SVM classifiers,0,0
YB9NBAB2,Generating action plans for poultry management using artificial neural networks,0,0
TRMR26MF,DePicT Melanoma Deep-CLASS: A deep convolutional neural networks approach to classify skin lesion images,0,0
V7HN2M8V,Deep Learning Modeling for Top-N Recommendation with Interests Exploring,0,0
63R2FPMC,Evidence reasoning method for constructing conditional probability tables in a Bayesian network of multimorbidity,0,0
U5AE2H6C,Development of engagement evaluation method and learning mechanism in an engagement enhancing rehabilitation system,0,0
ZFZWRJLU,Finding waldo: Learning about users from their interactions,0,0
GUQ353EH,Re-framing the characteristics of concepts and their relation to learning and cognition in artificial agents,0,1
FLTMZA7C,Requirements-Driven Test Generation for Autonomous Vehicles with Machine Learning Components,0,0
V9WYKD3I,A machine learning-based framework for preventing video freezes in HTTP adaptive streaming,0,0
MSXLN29Z,PointFusionNet: Point feature fusion network for 3D point clouds analysis,0,0
D32GU8PR,An attention-based mechanism to combine images and metadata in deep learning models applied to skin cancer classification,0,0
JXBXL4RJ,A combined object detection method with application to pedestrian detection,0,0
URD5RN2Y,A Compressed Sensing Network for Acquiring Human Pressure Information,0,0
KUKEWFVG,Retinal Image Classification by Self-Supervised Fuzzy Clustering Network,0,0
