Key,Item Type,Publication Year,Author,Title,"Include (0,1)",Notes/Criteria,Input data,Abstract Note,Publication Title,DOI,Url,Date,Date Added,Date Modified,Scopus relevance order
QTYPBWY7,journalArticle,2014,"França, M.V.M.; Zaverucha, G.; D'Avila Garcez, A.S.",Fast relational learning using bottom clause propositionalization with artificial neural networks,1,,UNK,"Relational learning can be described as the task of learning first-order logic rules from examples. It has enabled a number of new machine learning applications, e.g. graph mining and link analysis. Inductive Logic Programming (ILP) performs relational learning either directly by manipulating first-order rules or through propositionalization, which translates the relational task into an attribute-value learning task by representing subsets of relations as features. In this paper, we introduce a fast method and system for relational learning based on a novel propositionalization called Bottom Clause Propositionalization (BCP). Bottom clauses are boundaries in the hypothesis search space used by ILP systems Progol and Aleph. Bottom clauses carry semantic meaning and can be mapped directly onto numerical vectors, simplifying the feature extraction process. We have integrated BCP with a well-known neural-symbolic system, C-IL2P, to perform learning from numerical vectors. C-IL2P uses background knowledge in the form of propositional logic programs to build a neural network. The integrated system, which we call CILP++, handles first-order logic knowledge and is available for download from Sourceforge. We have evaluated CILP++ on seven ILP datasets, comparing results with Aleph and a well-known propositionalization method, RSD. The results show that CILP++ can achieve accuracy comparable to Aleph, while being generally faster, BCP achieved statistically significant improvement in accuracy in comparison with RSD when running with a neural network, but BCP and RSD perform similarly when running with C4.5. We have also extended CILP++ to include a statistical feature selection method, mRMR, with preliminary results indicating that a reduction of more than 90 % of features can be achieved with a small loss of accuracy. © 2013 The Author(s).",Machine Learning,10.1007/s10994-013-5392-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891373440&doi=10.1007%2fs10994-013-5392-1&partnerID=40&md5=8731ad71554ee4a0916f866be773a0d9,2014,7/20/21 15:48,7/20/21 15:48,9
K8KF6UMX,journalArticle,2018,"Sreelekha, S.",NeuroSymbolic integration with uncertainty,1,,UNK,"Most of the tasks which require intelligent behavior have some degree of uncertainty associated with them. The occurrence of uncertainty might be because of several reasons such as the incomplete domain knowledge, unreliable or ambiguous data due to measurement errors, inconsistent data representation. Most of the knowledge-based systems require the incorporation of some form of uncertainty management, in order to handle this kind of indeterminacy present in the system. In this paper, we present one such method to handle the uncertainty in neurules, a neuro-symbolic integration concept. Neuro-Computing is used within the symbolic frame work for improving the performance of symbolic rules. The uncertainty, the personal belief degree that an uncertain event may occur is managed by computing the composite belief values of incomplete or conflicting data. With the implementation of uncertainty management in neurules, the accuracy of the inference mechanism and the generalization performance can be improved. © 2018, Springer Nature Switzerland AG.",Annals of Mathematics and Artificial Intelligence,10.1007/s10472-018-9605-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056089637&doi=10.1007%2fs10472-018-9605-y&partnerID=40&md5=7b536c76a9f545463667915525d71135,2018,7/20/21 15:48,7/20/21 15:48,12
FVUVUB3N,journalArticle,2019,"Alirezaie, M.; Längkvist, M.; Sioutis, M.; Loutfi, A.",Semantic referee: A neural-symbolic framework for enhancing geospatial semantic segmentation,1,,img,"Understanding why machine learning algorithms may fail is usually the task of the human expert that uses domain knowledge and contextual information to discover systematic shortcomings in either the data or the algorithm. In this paper, we propose a semantic referee, which is able to extract qualitative features of the errors emerging from deep machine learning frameworks and suggest corrections. The semantic referee relies on ontological reasoning about spatial knowledge in order to characterize errors in terms of their spatial relations with the environment. Using semantics, the reasoner interacts with the learning algorithm as a supervisor. In this paper, the proposed method of the interaction between a neural network classifier and a semantic referee shows how to improve the performance of semantic segmentation for satellite imagery data. © 2019 - IOS Press and the authors. All rights reserved.",Semantic Web,10.3233/SW-180362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072400163&doi=10.3233%2fSW-180362&partnerID=40&md5=0c0a71f7e614556f6e265a952bc2be44,2019,7/20/21 15:48,7/20/21 15:48,13
B6HMY5VN,journalArticle,2020,"Hohenecker, P.; Lukasiewicz, T.",Ontology reasoning with deep neural networks,1,,UNK,"The ability to conduct logical reasoning is a fundamental aspect of intelligent human behavior, and thus an important problem along the way to human-level artificial intelligence. Traditionally, logic-based symbolic methods from the field of knowledge representation and reasoning have been used to equip agents with capabilities that resemble human logical reasoning qualities. More recently, however, there has been an increasing interest in using machine learning rather than logic-based symbolic formalisms to tackle these tasks. In this paper, we employ state-of-the-art methods for training deep neural networks to devise a novel model that is able to learn how to effectively perform logical reasoning in the form of basic ontology reasoning. This is an important and at the same time very natural logical reasoning task, which is why the presented approach is applicable to a plethora of important real-world problems. We present the outcomes of several experiments, which show that our model is able to learn to perform highly accurate ontology reasoning on very large, diverse, and challenging benchmarks. Furthermore, it turned out that the suggested approach suffers much less from different obstacles that prohibit logic-based symbolic reasoning, and, at the same time, is surprisingly plausible from a biological point of view. © 2020 AI Access Foundation. All rights reserved.",Journal of Artificial Intelligence Research,10.1613/JAIR.1.11661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091394619&doi=10.1613%2fJAIR.1.11661&partnerID=40&md5=f2c4fe69dd532c4c3c1697020bd217c3,2020,7/20/21 15:48,7/20/21 15:48,18
HMMJSAAE,journalArticle,2017,"Besold, T.R.; Garcez, A.A.; Stenning, K.; van der Torre, L.; van Lambalgen, M.",Reasoning in Non-probabilistic Uncertainty: Logic Programming and Neural-Symbolic Computing as Examples,1,,UNK,"This article aims to achieve two goals: to show that probability is not the only way of dealing with uncertainty (and even more, that there are kinds of uncertainty which are for principled reasons not addressable with probabilistic means); and to provide evidence that logic-based methods can well support reasoning with uncertainty. For the latter claim, two paradigmatic examples are presented: logic programming with Kleene semantics for modelling reasoning from information in a discourse, to an interpretation of the state of affairs of the intended model, and a neural-symbolic implementation of input/output logic for dealing with uncertainty in dynamic normative contexts. © 2017, Springer Science+Business Media Dordrecht.",Minds and Machines,10.1007/s11023-017-9428-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014652011&doi=10.1007%2fs11023-017-9428-3&partnerID=40&md5=7fc0aac7a6a945f1f9ab9c4c5b9a43a1,2017,7/20/21 15:48,7/20/21 15:48,19
W25MFCK4,journalArticle,2020,"Cohen, W.W.; Yang, F.; Mazaitis, K.R.",TensorLog: A probabilistic database implemented using deep-learning infrastructure,1,,UNK,"We present an implementation of a probabilistic first-order logic called TensorLog, in which classes of logical queries are compiled into differentiable functions in a neural-network infrastructure such as Tensorflow or Theano. This leads to a close integration of probabilistic logical reasoning with deep-learning infrastructure: in particular, it enables high-performance deep learning frameworks to be used for tuning the parameters of a probabilistic logic. The integration with these frameworks enables use of GPU-based parallel processors for inference and learning, making TensorLog the first highly parallellizable probabilistic logic. Experimental results show that TensorLog scales to problems involving hundreds of thousands of knowledge-base triples and tens of thousands of examples. © 2020 AI Access Foundation. All rights reserved.",Journal of Artificial Intelligence Research,10.1613/JAIR.1.11944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094400673&doi=10.1613%2fJAIR.1.11944&partnerID=40&md5=f90034ac321d4c9e6dbeef4b20363d5e,2020,7/20/21 15:48,7/20/21 15:48,26
JGU2SECC,journalArticle,2020,"Jiang, J.; Wang, H.; Xie, J.; Guo, X.; Guan, Y.; Yu, Q.",Medical knowledge embedding based on recursive neural network for multi-disease diagnosis,1,,HER,"The representation of knowledge based on first-order logic captures the richness of natural language and supports multiple probabilistic inference models. Although symbolic representation enables quantitative reasoning with statistical probability, it is difficult to utilize with machine learning models as they perform numerical operations. In contrast, knowledge embedding (i.e., high-dimensional and continuous vectors) is a feasible approach to complex reasoning that can not only retain the semantic information of knowledge, but also establish the quantifiable relationship among embeddings. In this paper, we propose a recursive neural knowledge network (RNKN), which combines medical knowledge based on first-order logic with a recursive neural network for multi-disease diagnosis. After the RNKN is efficiently trained using manually annotated Chinese Electronic Medical Records (CEMRs), diagnosis-oriented knowledge embeddings and weight matrixes are learned. The experimental results confirm that the diagnostic accuracy of the RNKN is superior to those of four machine learning models, four classical neural networks and Markov logic network. The results also demonstrate that the more explicit the evidence extracted from CEMRs, the better the performance. The RNKN gradually reveals the interpretation of knowledge embeddings as the number of training epochs increases. © 2019 Elsevier B.V.",Artificial Intelligence in Medicine,10.1016/j.artmed.2019.101772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078077985&doi=10.1016%2fj.artmed.2019.101772&partnerID=40&md5=3483a63fb7430aa96a98811d66247886,2020,7/20/21 15:48,7/20/21 15:48,30
7MMJY5BM,journalArticle,2019,"Schon, C.; Siebert, S.; Stolzenburg, F.",The CoRg Project: Cognitive Reasoning,1,,UNK,"The term cognitive computing refers to new hardware and/or software that mimics the functioning of the human brain. In the context of question answering and commonsense reasoning this means that the reasoning process of humans shall be modeled by adequate technical means. However, since humans do not follow the rules of classical logic, a system designed to model these abilities must be very versatile. The aim of the CoRg project (Cognitive Reasoning) is to successfully complete a reasoning task with commonsense reasoning. We address different benchmarks with focus on the COPA benchmark set (Choice of Plausible Alternatives). Since humans naturally use background knowledge, we have to deal with large background knowledge bases and must be able to reason with multiple input formats and sources in the CoRg system, in order to draw explainable conclusions. For this, we have to find appropriate logics for cognitive reasoning. For a successful reasoning system, nowadays it seems to be important to combine automated reasoning with machine learning technology like recurrent neural networks. © 2019, Gesellschaft für Informatik e.V. and Springer-Verlag GmbH Germany, part of Springer Nature.",KI - Kunstliche Intelligenz,10.1007/s13218-019-00601-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077011935&doi=10.1007%2fs13218-019-00601-5&partnerID=40&md5=e6edfc5075a223b3bbc5a5cbd192fc8c,2019,7/20/21 15:48,7/20/21 15:48,32
XNAC7N7B,journalArticle,2015,"Prentzas, J.; Hatzilygeroudis, I.",Improving efficiency of merging symbolic rules into integrated rules: Splitting methods and mergability criteria,1,,UNK,"Neurules are a type of neuro-symbolic rules integrating neurocomputing and production rules. Each neurule is represented as an adaline unit. Neurules exhibit characteristics such as modularity, naturalness and ability to perform interactive and integrated inferences and provide explanations for reached conclusions. One way of producing a neurule base is through conversion of an existing symbolic rule base yielding an equivalent but more compact rule base. The conversion process merges symbolic rules having the same conclusion into one or more neurules. Because of the inability of the adaline unit to handle inseparability, more than one neurule for each conclusion may be produced by splitting the initial set of symbolic rules into subsets. This paper presents research work improving the conversion process in terms of runtime and number of produced neurules. First, we show how easier it is to construct a neurule base than a connectionist one. Second, we present alternative rule set splitting methods. Finally, we define criteria concerning the ability or inability to convert a rule set into a single, equivalent, but more compact rule. With application of such mergability criteria, the conversion process of symbolic rules into neurules becomes more time-efficient. All the aforementioned are supported by experimental results. © 2014 Wiley Publishing Ltd.",Expert Systems,10.1111/exsy.12085,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027944661&doi=10.1111%2fexsy.12085&partnerID=40&md5=10da2576c3e51fe14d9ac29863fd7f84,2015,7/20/21 15:48,7/20/21 15:48,33
676S4D2D,journalArticle,2015,"Furbach, U.; Schon, C.; Stolzenburg, F.; Weis, K.-H.; Wirth, C.-P.",The RatioLog Project: Rational Extensions of Logical Reasoning,1,,text,"Higher-level cognition includes logical reasoning and the ability of question answering with common sense. The RatioLog project addresses the problem of rational reasoning in deep question answering by methods from automated deduction and cognitive computing. In a first phase, we combine techniques from information retrieval and machine learning to find appropriate answer candidates from the huge amount of text in the German version of the free encyclopedia “Wikipedia”. In a second phase, an automated theorem prover tries to verify the answer candidates on the basis of their logical representations. In a third phase—because the knowledge may be incomplete and inconsistent—we consider extensions of logical reasoning to improve the results. In this context, we work toward the application of techniques from human reasoning: We employ defeasible reasoning to compare the answers w.r.t. specificity, deontic logic, normative reasoning, and model construction. Moreover, we use integrated case-based reasoning and machine learning techniques on the basis of the semantic structure of the questions and answer candidates to learn giving the right answers. © 2015, Springer-Verlag Berlin Heidelberg.",KI - Kunstliche Intelligenz,10.1007/s13218-015-0377-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072861875&doi=10.1007%2fs13218-015-0377-9&partnerID=40&md5=c5095ffbeeaf0de5e98788136f7cf0d4,2015,7/20/21 15:48,7/20/21 15:48,36
8Y85NX6C,journalArticle,2015,"Hatzilygeroudis, I.; Prentzas, J.",Symbolic-neural rule based reasoning and explanation,1,,UNK,"In this paper, we present neurule-based inference and explanation mechanisms. A neurule is a kind of integrated rule, which integrates a symbolic rule with neurocomputing: each neurule is considered as an adaline neural unit. Thus, a neurule base consists of a number of autonomous adaline units (neurules), expressed in a symbolic oriented syntax. There are two inference processes for neurules: the connectionism-oriented process, which gives pre-eminence to neurocomputing approach, and the symbolism-oriented process, which gives pre-eminence to a symbolic backwards chaining like approach. Symbolism-oriented process is proved to be more efficient than the connectionism-oriented one, in terms of the number of required computations (56.47-63.88% average reduction) and the mean runtime gain (59.95-64.89% in average), although both require almost the same average number of input values. The neurule-based explanation mechanism provides three types of explanations: 'how' a conclusion was derived, 'why' a value for a specific input variable was asked from the user and 'why-not' a variable has acquired a specific value. As shown by experiments, the neurule-based explanation mechanism is superior to that provided by known connectionist expert systems, another neuro-symbolic integration category. It provides less in number (64.38-69.28% average reduction) and more natural explanation rules, thus increasing efficiency (mean runtime gain of 56.65-56.73% in average) and comprehensibility of explanations. © 2015 Elsevier Ltd. All rights reserved.",Expert Systems with Applications,10.1016/j.eswa.2015.01.068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923385886&doi=10.1016%2fj.eswa.2015.01.068&partnerID=40&md5=9ceb876cdd0c89753752e164b442c9a4,2015,7/20/21 15:48,7/20/21 15:48,37
NB39QA35,journalArticle,2018,"Yao, Y.; Xu, J.; Shi, J.; Xu, B.",Learning to activate logic rules for textual reasoning,1,,text,"Most current textual reasoning models cannotlearn human-like reasoning process, and thus lack interpretability and logical accuracy. To help address this issue, we propose a novel reasoning model which learns to activate logic rules explicitly via deep reinforcement learning. It takes the form of Memory Networks but features a special memory that stores relational tuples, mimicking the “Image Schema” in human cognitive activities. We redefine textual reasoning as a sequential decision-making process modifying or retrieving from the memory, where logic rules serve as state-transition functions. Activating logic rules for reasoning involves two problems: variable binding and relation activating, and this is a first step to solve them jointly. Our model achieves an average error rate of 0.7% on bAbI-20, a widely-used synthetic reasoning benchmark, using less than 1k training samples and no supporting facts. © 2018 Elsevier Ltd",Neural Networks,10.1016/j.neunet.2018.06.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049856582&doi=10.1016%2fj.neunet.2018.06.012&partnerID=40&md5=47e0384962823cd19727841570859356,2018,7/20/21 15:48,7/20/21 15:48,42
8MT47N5Y,journalArticle,2021,"Mehri, R.; Haarslev, V.; Chinaei, H.",A machine learning approach for optimizing heuristic decision-making in Web Ontology Language reasoners,1,,UNK,"Description logics (DLs) are formalisms for representing knowledge bases of application domains. The Web Ontology Language (OWL) is a syntactic variant of a very expressive DL. OWL reasoners can infer implied information from OWL ontologies. The performance of OWL reasoners can be severely affected by situations that require decision-making over many alternatives. Such a nondeterministic behavior is often controlled by heuristics that are based on insufficient information. This article proposes a novel OWL reasoning approach that applies machine learning (ML) to implement pragmatic and optimal decision-making strategies in such situations. Disjunctions occurring in ontologies are one source of nondeterministic actions in reasoners. We propose two ML-based approaches to reduce the nondeterminism caused by dealing with disjunctions. The first approach is restricted to propositional DL while the second one can deal with standard DL. Both approaches speed up our ML-based reasoner by up to two orders of magnitude in comparison to the non-ML reasoner. Another source of nondeterministic actions is the order in which tableau rules should be applied. On average, our ML-based approach achieves a speedup of two orders of magnitude when compared to the most expensive rule ordering of the non-ML reasoner. © 2020 Wiley Periodicals LLC.",Computational Intelligence,10.1111/coin.12404,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092509786&doi=10.1111%2fcoin.12404&partnerID=40&md5=34ce5e4b928e3f69c439db0695d9c946,2021,7/20/21 15:48,7/20/21 15:48,44
2N43RWSY,journalArticle,2019,"Li, J.; Zhang, G.; Yu, L.; Meng, T.",Research and Design on Cognitive Computing Framework for Predicting Judicial Decisions,1,,UNK,"This paper aims to provide a cognitive computing framework to meet the challenges of semantic understanding, knowledge learning and judicial reasoning in the Chinese legal domain. In our framework, legal factors are first represented in a formal way; secondly, legal factors are extracted, and concepts and their relations are augmented with a combination of rule-based and deep learning methods; thirdly, a predication model is generated and trained to make judicial decisions. When a fact description is brought into the model, the probability of judicial decisions will be given automatically. Two elementary results are obtained: I. Our method can effectively predict the decisions for divorce cases with different expression styles, and offers better performance than traditional methods like Support Vector Machine (SVM); II. Our machine learning predicting results can be easily understood by general public as applied induction rules are given. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",Journal of Signal Processing Systems,10.1007/s11265-018-1429-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058237823&doi=10.1007%2fs11265-018-1429-9&partnerID=40&md5=2fa5e5285532e9674e4183edf208ab06,2019,7/20/21 15:48,7/20/21 15:48,49
JN4IZETG,journalArticle,2021,"Škrlj, B.; Martinc, M.; Lavrač, N.; Pollak, S.",autoBOT: evolving neuro-symbolic representations for explainable low resource text classification,1,,text,"Learning from texts has been widely adopted throughout industry and science. While state-of-the-art neural language models have shown very promising results for text classification, they are expensive to (pre-)train, require large amounts of data and tuning of hundreds of millions or more parameters. This paper explores how automatically evolved text representations can serve as a basis for explainable, low-resource branch of models with competitive performance that are subject to automated hyperparameter tuning. We present autoBOT (automatic Bags-Of-Tokens), an autoML approach suitable for low resource learning scenarios, where both the hardware and the amount of data required for training are limited. The proposed approach consists of an evolutionary algorithm that jointly optimizes various sparse representations of a given text (including word, subword, POS tag, keyword-based, knowledge graph-based and relational features) and two types of document embeddings (non-sparse representations). The key idea of autoBOT is that, instead of evolving at the learner level, evolution is conducted at the representation level. The proposed method offers competitive classification performance on fourteen real-world classification tasks when compared against a competitive autoML approach that evolves ensemble models, as well as state-of-the-art neural language models such as BERT and RoBERTa. Moreover, the approach is explainable, as the importance of the parts of the input space is part of the final solution yielded by the proposed optimization procedure, offering potential for meta-transfer learning. © 2021, The Author(s).",Machine Learning,10.1007/s10994-021-05968-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104608374&doi=10.1007%2fs10994-021-05968-x&partnerID=40&md5=59b5fd0f7b23614c0337e650f6050d25,2021,7/20/21 15:48,7/20/21 15:48,54
94Q97J7C,journalArticle,2021,"Piantadosi, S.T.",The Computational Origin of Representation,1,,UNK,"Each of our theories of mental representation provides some insight into how the mind works. However, these insights often seem incompatible, as the debates between symbolic, dynamical, emergentist, sub-symbolic, and grounded approaches to cognition attest. Mental representations—whatever they are—must share many features with each of our theories of representation, and yet there are few hypotheses about how a synthesis could be possible. Here, I develop a theory of the underpinnings of symbolic cognition that shows how sub-symbolic dynamics may give rise to higher-level cognitive representations of structures, systems of knowledge, and algorithmic processes. This theory implements a version of conceptual role semantics by positing an internal universal representation language in which learners may create mental models to capture dynamics they observe in the world. The theory formalizes one account of how truly novel conceptual content may arise, allowing us to explain how even elementary logical and computational operations may be learned from a more primitive basis. I provide an implementation that learns to represent a variety of structures, including logic, number, kinship trees, regular languages, context-free languages, domains of theories like magnetism, dominance hierarchies, list structures, quantification, and computational primitives like repetition, reversal, and recursion. This account is based on simple discrete dynamical processes that could be implemented in a variety of different physical or biological systems. In particular, I describe how the required dynamics can be directly implemented in a connectionist framework. The resulting theory provides an “assembly language” for cognition, where high-level theories of symbolic computation can be implemented in simple dynamics that themselves could be encoded in biologically plausible systems. © 2020, Springer Nature B.V.",Minds and Machines,10.1007/s11023-020-09540-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094971194&doi=10.1007%2fs11023-020-09540-9&partnerID=40&md5=acf104d268f0f57433dcf2ae3a9ee58b,2021,7/20/21 15:48,7/20/21 15:48,64
6Z9JP7A2,journalArticle,2016,"Hao, W.; Yeung, D.-Y.",Towards Bayesian Deep Learning: A Framework and Some Existing Methods,1,,text,"While perception tasks such as visual object recognition and text understanding play an important role in human intelligence, subsequent tasks that involve inference, reasoning, and planning require an even higher level of intelligence. The past few years have seen major advances in many perception tasks using deep learning models. For higher-level inference, however, probabilistic graphical models with their Bayesian nature are still more powerful and flexible. To achieve integrated intelligence that involves both perception and inference, it is naturally desirable to tightly integrate deep learning and Bayesian models within a principled probabilistic framework, which we call Bayesian deep learning. In this unified framework, the perception of text or images using deep learning can boost the performance of higher-level inference and in return, the feedback from the inference process is able to enhance the perception of text or images. This paper proposes a general framework for Bayesian deep learning and reviews its recent applications on recommender systems, topic models, and control. In this paper, we also discuss the relationship and differences between Bayesian deep learning and other related topics such as the Bayesian treatment of neural networks. © 1989-2012 IEEE.",IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2016.2606428,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027053369&doi=10.1109%2fTKDE.2016.2606428&partnerID=40&md5=2298795d82efbe8c50a7599aad18c609,2016,7/20/21 15:48,7/20/21 15:48,73
W9ZTSUJL,journalArticle,2021,"Racharak, T.",On Approximation of Concept Similarity Measure in Description Logic ELH with Pre-Trained Word Embedding,1,,text,"Data-driven and knowledge-driven methods are two mainstream techniques in the pursuit of developing artificial intelligence systems. While data-driven methods seek to develop a decision model from observations in the real world, they are difficult to provide an explanation for the results in human terms. On the other hand, knowledge-driven methods that employ symbolic reasoning based on formal semantics of a knowledge-base are thus more interpretable and explainable, while lacking an ability to deal with incomplete modeling of the structured knowledge-bases. This work aims to tackle these issues on ontology similarity by proposing a general framework that combines the strengths of both approaches for measuring semantic similarity of concepts in a description logic (DL) ontology. More specifically, a neuro-symbolic integrated framework is defined to exploit the pre-trained word embeddings with semantic definitions in an ontology to yield an explainable degree of concept similarity. To demonstrate its applicability, we develop a concrete similarity measure sf sim_ϵ conforming to the proposed framework and also introduce an efficient algorithm that can extract an explanation for why such a degree is indicated. The correctness is shown by analyzing theoretical properties that it guarantees to preserve and also by performing an empirical evaluation with a medical ontology SNOMED CT and a medical pre-trained embedding BioWordVec. The results show that our proposed method remains both interpretability and explainability while achieving comparable performance, relative to the state-of-the-art approaches in the data and knowledge-driven methods. © 2013 IEEE.",IEEE Access,10.1109/ACCESS.2021.3073730,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104631138&doi=10.1109%2fACCESS.2021.3073730&partnerID=40&md5=529c9a386b7a809ea18740d154d07878,2021,7/20/21 15:48,7/20/21 15:48,76
5EEQ5ZAD,journalArticle,2011,"Chapin, N.; Szymanski, B.; Bringsjord, S.; Schimanski, B.",A bottom-up complement to the logic-based top-down approach to the story arrangement test,1,,UNK,"Psychometric AI is a type of AI distinguished by the pursuit of intelligent systems able to excel on psychometrically validated human-level tests of cognitive abilities. We seek to build a system that solves a specific sub-test within Psychometric AI: the story arrangment test. Items in this test confront the test-taker with a set of jumbed snapshots (whether diagrammatic or otherwise) which must be ordered to tell a coherent story. We propose a dual-process system that combines bottom-up non- or sub-symbolic processing (e.g. neural network-based modelling) with top-down symbolic processing (e.g. deductive reasoning over declarative information represented as formulae in a logical system) for solving these tests of cognitive ability. The top-down process provides the benefits of a traceable proof, but requires a large amount of pre-existing knowledge. The bottom-up technique sacrifices provability and certainty on some problems for speed, but always yields some level of an answer to a given problem. This demonstrates a natural marriage between the two: the bottom-up approach seems especially powerful when used as a form of pre-processing in conjunction with a logic-based approach, because the latter approach would only need to consider a small number of possible orderings of snapshots. © 2011 Taylor & Francis.",Journal of Experimental and Theoretical Artificial Intelligence,10.1080/0952813X.2010.502313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960791745&doi=10.1080%2f0952813X.2010.502313&partnerID=40&md5=db04f10d1680508d046bf49ce7ee636b,2011,7/20/21 15:48,7/20/21 15:48,77
B47SSE6P,journalArticle,2019,"Chaturvedi, I.; Satapathy, R.; Cavallari, S.; Cambria, E.",Fuzzy commonsense reasoning for multimodal sentiment analysis,1,,multi modal,"The majority of user-generated content posted online is in the form of text, images and videos but also physiological signals in games. AffectiveSpace is a vector space of affective commonsense available for English text but not for other languages nor other modalities such as electrocardiogram signals. We overcome this limitation by using deep learning to extract features from each modality and then projecting them to a common AffectiveSpace that has been clustered into different emotions. Because, in the real world, individuals tend to have partial or mixed sentiments about an opinion target, we use a fuzzy logic classifier to predict the degree of a particular emotion in AffectiveSpace. The combined model of deep convolutional neural networks and fuzzy logic is termed Convolutional Fuzzy Sentiment Classifier. Lastly, because the computational complexity of a fuzzy classifier is exponential with respect to the number of features, we project features to a four dimensional emotion space in order to speed up the classification performance. © 2019",Pattern Recognition Letters,10.1016/j.patrec.2019.04.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065463296&doi=10.1016%2fj.patrec.2019.04.024&partnerID=40&md5=e809ca1e1a16b6df5b2a4aa1287fff8d,2019,7/20/21 15:48,7/20/21 15:48,78
FQ78YXTY,journalArticle,2020,"Kelly, M.A.; Arora, N.; West, R.L.; Reitter, D.",Holographic Declarative Memory: Distributional Semantics as the Architecture of Memory,1,,UNK,"We demonstrate that the key components of cognitive architectures (declarative and procedural memory) and their key capabilities (learning, memory retrieval, probability judgment, and utility estimation) can be implemented as algebraic operations on vectors and tensors in a high-dimensional space using a distributional semantics model. High-dimensional vector spaces underlie the success of modern machine learning techniques based on deep learning. However, while neural networks have an impressive ability to process data to find patterns, they do not typically model high-level cognition, and it is often unclear how they work. Symbolic cognitive architectures can capture the complexities of high-level cognition and provide human-readable, explainable models, but scale poorly to naturalistic, non-symbolic, or big data. Vector-symbolic architectures, where symbols are represented as vectors, bridge the gap between the two approaches. We posit that cognitive architectures, if implemented in a vector-space model, represent a useful, explanatory model of the internal representations of otherwise opaque neural architectures. Our proposed model, Holographic Declarative Memory (HDM), is a vector-space model based on distributional semantics. HDM accounts for primacy and recency effects in free recall, the fan effect in recognition, probability judgments, and human performance on an iterated decision task. HDM provides a flexible, scalable alternative to symbolic cognitive architectures at a level of description that bridges symbolic, quantum, and neural models of cognition. © 2020 Cognitive Science Society, Inc",Cognitive Science,10.1111/cogs.12904,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095401513&doi=10.1111%2fcogs.12904&partnerID=40&md5=fc6197e721487682e27359e97464b85e,2020,7/20/21 15:48,7/20/21 15:48,83
UHPX4UN3,journalArticle,2021,"Krishnamurthy, P.; Sarmadi, A.; Khorrami, F.",Explainable classification by learning human-readable sentences in feature subsets,1,,text,"We propose a new methodology (Sentences in Feature Subsets, i.e., SiFS) to mine human-readable decision rules from empirical data sets. Unlike opaque classifiers obtained using deep learning, the proposed methodology derives decision rules that are compact and comprised of Boolean logic sentences involving subsets of features in the input data. For this purpose, we develop a new classifier model defined in terms of sets of inequalities among selected features in the input data. To empirically derive suitable inequalities from training data, our approach combines a differentiable representation of sets of Boolean logic sentences, gradient-based optimization of coefficients in the inequalities, a genetic-based algorithm for selection of the subsets of features, and a “goodness” model of sentences to prune and down-select sentences. We present results on synthetic and real-world benchmark datasets to demonstrate efficacy of SiFS in deriving human-readable decision rules. It is seen that SiFS achieves comparable accuracies to the best among various other classification algorithms (accuracies of 95% to 100% on several datasets, F1 scores between 0.95 and 1.0), reasonable computation times (training times of a few seconds for considered datasets), and compact human-readable decision rules (between 1 to 10 sentences of 3 words or less for considered datasets). © 2021 Elsevier Inc.",Information Sciences,10.1016/j.ins.2021.02.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102427389&doi=10.1016%2fj.ins.2021.02.031&partnerID=40&md5=6cf9b1b59d37a1d0b5e7c3100f11a2df,2021,7/20/21 15:48,7/20/21 15:48,91
