Scopus Source ID,Title,Citation Count,Scholarly Output,Percent Cited,CiteScore 2020,SNIP,SJR,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Percentile,RANK,Rank Out Of,Publisher,Type,Open Access,Quartile,Top 10% (CiteScore Percentile),URL Scopus Source ID,Print ISSN,E-ISSN
21100809811,Eurasian Journal of Mathematical and Computer Applications,98,85,45,1.2,1.246,0.375,1710,Information Systems,23,252,329,L. N. Gumilyov Eurasian National University,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100809811,23066172,23089822
21100810444,Telfor Journal,63,84,31,0.8,0.32,0.128,1705,Computer Networks and Communications,16,281,334,Academic Mind,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100810444,18213251,23349905
21100810444,Telfor Journal,63,84,31,0.8,0.32,0.128,1711,Signal Processing,15,92,108,Academic Mind,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100810444,18213251,23349905
21100810444,Telfor Journal,63,84,31,0.8,0.32,0.128,1712,Software,9,351,389,Academic Mind,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100810444,18213251,23349905
21100810658,Paladyn,247,96,57,2.6,1.305,0.463,1709,Human-Computer Interaction,42,70,120,Walter de Gruyter,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100810658,,20814836
21100810658,Paladyn,247,96,57,2.6,1.305,0.463,1702,Artificial Intelligence,40,136,227,Walter de Gruyter,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100810658,,20814836
21100810702,Animal Biotelemetry,382,102,67,3.7,0.951,0.935,1705,Computer Networks and Communications,62,125,334,Springer Nature,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100810702,,20503385
21100810702,Animal Biotelemetry,382,102,67,3.7,0.951,0.935,1711,Signal Processing,56,47,108,Springer Nature,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100810702,,20503385
21100812121,Serbian Journal of Electrical Engineering,108,107,41,1,0.274,0.133,1705,Computer Networks and Communications,21,263,334,"University of Kragujevac, Faculty of Science",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100812121,14514869,22177183
21100812121,Serbian Journal of Electrical Engineering,108,107,41,1,0.274,0.133,1708,Hardware and Architecture,11,140,157,"University of Kragujevac, Faculty of Science",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100812121,14514869,22177183
21100812152,International Journal of Networked and Distributed Computing,92,82,48,1.1,0.74,0.18,1706,Computer Science Applications,24,524,693,Atlantis Press,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100812152,22117938,22117946
21100812152,International Journal of Networked and Distributed Computing,92,82,48,1.1,0.74,0.18,1705,Computer Networks and Communications,23,256,334,Atlantis Press,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100812152,22117938,22117946
21100812209,Journal of Radars,776,295,64,2.6,0.777,0.301,1711,Signal Processing,44,60,108,Institute of Electronics Chinese Academy of Sciences,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100812209,2095283X,
21100812851,Eurasip Journal on Information Security,293,61,75,4.8,1.509,0.548,1706,Computer Science Applications,73,186,693,Springer Nature,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100812851,16874161,2510523X
21100812851,Eurasip Journal on Information Security,293,61,75,4.8,1.509,0.548,1711,Signal Processing,70,32,108,Springer Nature,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100812851,16874161,2510523X
21100814051,Information Discovery and Delivery,209,96,67,2.2,0.689,0.404,1700,Computer Science (all),56,98,226,Emerald,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100814051,23986247,
21100814508,Information Security and Cryptography,133,83,14,1.6,0,0,1705,Computer Networks and Communications,36,212,334,Springer Nature,k, NO,3,FALSE,https://www.scopus.com/sourceid/21100814508,16197100,2197845X
21100814508,Information Security and Cryptography,133,83,14,1.6,0,0,1703,Computational Theory and Mathematics,33,89,133,Springer Nature,k, NO,3,FALSE,https://www.scopus.com/sourceid/21100814508,16197100,2197845X
21100815354,JLIS.it,110,140,34,0.8,0.452,0.283,1706,Computer Science Applications,15,586,693,"Universita di Firenze, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo",j, NO,4,FALSE,https://www.scopus.com/sourceid/21100815354,20385366,20381026
21100815385,Archeologia e Calcolatori,74,140,31,0.5,0.071,0.136,1706,Computer Science Applications,10,622,693,Consiglio Nazionale delle Ricerche,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100815385,11206861,23851953
21100815426,Online Learning Journal,832,223,71,3.7,1.981,1.182,1705,Computer Networks and Communications,62,126,334,The Online Learning Consortium,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100815426,24725730,
21100817136,"International Journal of Sensors, Wireless Communications and Control",129,183,28,0.7,0.359,0.142,1705,Computer Networks and Communications,13,288,334,Bentham,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100817136,22103279,22103287
21100817136,"International Journal of Sensors, Wireless Communications and Control",129,183,28,0.7,0.359,0.142,1706,Computer Science Applications,13,599,693,Bentham,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100817136,22103279,22103287
21100818502,Journal of Information Systems and Telecommunication,41,104,30,0.4,0.12,0.125,1710,Information Systems,9,299,329,"Iranian Academic Center for Education, Culture and Research",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100818502,23221437,23452773
21100818502,Journal of Information Systems and Telecommunication,41,104,30,0.4,0.12,0.125,1706,Computer Science Applications,7,641,693,"Iranian Academic Center for Education, Culture and Research",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100818502,23221437,23452773
21100818502,Journal of Information Systems and Telecommunication,41,104,30,0.4,0.12,0.125,1705,Computer Networks and Communications,6,312,334,"Iranian Academic Center for Education, Culture and Research",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100818502,23221437,23452773
21100818502,Journal of Information Systems and Telecommunication,41,104,30,0.4,0.12,0.125,1702,Artificial Intelligence,5,214,227,"Iranian Academic Center for Education, Culture and Research",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100818502,23221437,23452773
21100818502,Journal of Information Systems and Telecommunication,41,104,30,0.4,0.12,0.125,1707,Computer Vision and Pattern Recognition,2,83,85,"Iranian Academic Center for Education, Culture and Research",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100818502,23221437,23452773
21100818504,Journal of Medical Signals and Sensors,318,128,59,2.5,0.887,0.337,1701,Computer Science (miscellaneous),61,27,69,Wolters Kluwer Health,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100818504,,22287477
21100818505,Theory of Computing,125,63,54,2,0.735,0.535,1703,Computational Theory and Mathematics,44,74,133,"University of Chicago, Department of Computer Science",j, NO,3,FALSE,https://www.scopus.com/sourceid/21100818505,,15572862
21100818512,Journal of Enabling Technologies,97,75,37,1.3,0.484,0.219,1706,Computer Science Applications,28,499,693,Emerald,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100818512,,23986263
21100818722,Cybernetics and Physics,190,129,55,1.5,0.376,0.267,1711,Signal Processing,26,80,108,"Institute of Problems of Mechanical Engineering, Russian Academy of Sciences",j, YES,3,FALSE,https://www.scopus.com/sourceid/21100818722,22237038,22264116
21100818722,Cybernetics and Physics,190,129,55,1.5,0.376,0.267,1707,Computer Vision and Pattern Recognition,25,64,85,"Institute of Problems of Mechanical Engineering, Russian Academy of Sciences",j, YES,3,FALSE,https://www.scopus.com/sourceid/21100818722,22237038,22264116
21100818722,Cybernetics and Physics,190,129,55,1.5,0.376,0.267,1702,Artificial Intelligence,22,177,227,"Institute of Problems of Mechanical Engineering, Russian Academy of Sciences",j, YES,4,FALSE,https://www.scopus.com/sourceid/21100818722,22237038,22264116
21100820054,International Journal of Computing,322,151,47,2.1,0.704,0.184,1701,Computer Science (miscellaneous),55,31,69,Research Institute of Intelligent Computer Systems,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100820054,17276209,23125381
21100820054,International Journal of Computing,322,151,47,2.1,0.704,0.184,1705,Computer Networks and Communications,45,184,334,Research Institute of Intelligent Computer Systems,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100820054,17276209,23125381
21100820054,International Journal of Computing,322,151,47,2.1,0.704,0.184,1710,Information Systems,43,186,329,Research Institute of Intelligent Computer Systems,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100820054,17276209,23125381
21100820054,International Journal of Computing,322,151,47,2.1,0.704,0.184,1712,Software,33,260,389,Research Institute of Intelligent Computer Systems,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100820054,17276209,23125381
21100820054,International Journal of Computing,322,151,47,2.1,0.704,0.184,1708,Hardware and Architecture,31,108,157,Research Institute of Intelligent Computer Systems,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100820054,17276209,23125381
21100820602,Journal of Computational Design and Engineering,1302,191,72,6.8,2.217,0.764,1704,Computer Graphics and Computer-Aided Design,85,13,88,Oxford University Press,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100820602,22884300,22885048
21100820602,Journal of Computational Design and Engineering,1302,191,72,6.8,2.217,0.764,1709,Human-Computer Interaction,82,21,120,Oxford University Press,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100820602,22884300,22885048
21100820619,Periodica polytechnica Electrical engineering and computer science,183,132,53,1.4,0.507,0.158,1705,Computer Networks and Communications,31,230,334,Budapest University of Technology and Economics,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100820619,20645260,20645279
21100820619,Periodica polytechnica Electrical engineering and computer science,183,132,53,1.4,0.507,0.158,1710,Information Systems,30,228,329,Budapest University of Technology and Economics,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100820619,20645260,20645279
21100820619,Periodica polytechnica Electrical engineering and computer science,183,132,53,1.4,0.507,0.158,1706,Computer Science Applications,29,489,693,Budapest University of Technology and Economics,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100820619,20645260,20645279
21100820619,Periodica polytechnica Electrical engineering and computer science,183,132,53,1.4,0.507,0.158,1711,Signal Processing,25,81,108,Budapest University of Technology and Economics,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100820619,20645260,20645279
21100820619,Periodica polytechnica Electrical engineering and computer science,183,132,53,1.4,0.507,0.158,1712,Software,20,310,389,Budapest University of Technology and Economics,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100820619,20645260,20645279
21100821307,Applied Computational Intelligence and Soft Computing,267,53,72,5,1.169,0.371,1705,Computer Networks and Communications,76,78,334,Hindawi,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100821307,16879724,16879732
21100821307,Applied Computational Intelligence and Soft Computing,267,53,72,5,1.169,0.371,1706,Computer Science Applications,74,175,693,Hindawi,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100821307,16879724,16879732
21100821307,Applied Computational Intelligence and Soft Computing,267,53,72,5,1.169,0.371,1702,Artificial Intelligence,66,77,227,Hindawi,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100821307,16879724,16879732
21100823281,International Journal of Software Innovation,115,99,44,1.2,0.486,0.177,1704,Computer Graphics and Computer-Aided Design,31,61,88,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100823281,21667160,21667179
21100823281,International Journal of Software Innovation,115,99,44,1.2,0.486,0.177,1706,Computer Science Applications,25,516,693,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100823281,21667160,21667179
21100823281,International Journal of Software Innovation,115,99,44,1.2,0.486,0.177,1705,Computer Networks and Communications,25,249,334,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100823281,21667160,21667179
21100823281,International Journal of Software Innovation,115,99,44,1.2,0.486,0.177,1702,Artificial Intelligence,17,188,227,IGI Global Publishing,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100823281,21667160,21667179
21100823281,International Journal of Software Innovation,115,99,44,1.2,0.486,0.177,1712,Software,15,328,389,IGI Global Publishing,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100823281,21667160,21667179
21100823283,International Journal of Asian Business and Information Management,63,75,39,0.8,0.374,0.177,1706,Computer Science Applications,16,576,693,IGI Global Publishing,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100823283,19479638,19479646
21100823476,Digital Communications and Networks,1758,140,81,12.6,3.136,1.082,1705,Computer Networks and Communications,95,16,334,Chongqing University of Posts and Telecommunications,j, YES,1,TRUE,https://www.scopus.com/sourceid/21100823476,24685925,23528648
21100823476,Digital Communications and Networks,1758,140,81,12.6,3.136,1.082,1708,Hardware and Architecture,95,8,157,Chongqing University of Posts and Telecommunications,j, YES,1,TRUE,https://www.scopus.com/sourceid/21100823476,24685925,23528648
21100824034,Virtual Archaeology Review,301,76,72,4,0.983,0.45,1706,Computer Science Applications,66,230,693,Universitad Politecnica de Valencia,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100824034,,19899947
21100824046,Computational Toxicology,566,128,73,4.4,0.861,0.754,1706,Computer Science Applications,71,196,693,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100824046,24681113,
21100824667,Image Processing On Line,234,75,65,3.1,1.006,0.359,1711,Signal Processing,51,53,108,IPOL - Image Processing on Line,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100824667,,21051232
21100824667,Image Processing On Line,234,75,65,3.1,1.006,0.359,1712,Software,45,212,389,IPOL - Image Processing on Line,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100824667,,21051232
21100824682,Smart Science,253,93,65,2.7,0.54,0.248,1705,Computer Networks and Communications,52,159,334,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100824682,,23080477
21100824863,Electronic Communications of the EASST,14,30,30,0.5,0.633,0.155,1703,Computational Theory and Mathematics,7,124,133,European Association of Software Science and Technology,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100824863,,18632122
21100824863,Electronic Communications of the EASST,14,30,30,0.5,0.633,0.155,1712,Software,5,368,389,European Association of Software Science and Technology,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100824863,,18632122
21100824892,"Law, Innovation and Technology",172,42,60,4.1,4.915,0.508,1701,Computer Science (miscellaneous),81,13,69,Taylor & Francis,j, NO,1,FALSE,https://www.scopus.com/sourceid/21100824892,17579961,1757997X
21100824892,"Law, Innovation and Technology",172,42,60,4.1,4.915,0.508,1706,Computer Science Applications,69,214,693,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100824892,17579961,1757997X
21100824892,"Law, Innovation and Technology",172,42,60,4.1,4.915,0.508,1702,Artificial Intelligence,59,92,227,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100824892,17579961,1757997X
21100826268,Computer Science,103,95,48,1.1,0.4,0.145,1704,Computer Graphics and Computer-Aided Design,28,63,88,AGH University of Science and Technology,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100826268,Computer Science,103,95,48,1.1,0.4,0.145,1701,Computer Science (miscellaneous),23,53,69,AGH University of Science and Technology,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100826268,Computer Science,103,95,48,1.1,0.4,0.145,1705,Computer Networks and Communications,23,257,334,AGH University of Science and Technology,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100826268,Computer Science,103,95,48,1.1,0.4,0.145,1703,Computational Theory and Mathematics,19,108,133,AGH University of Science and Technology,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100826268,Computer Science,103,95,48,1.1,0.4,0.145,1702,Artificial Intelligence,16,191,227,AGH University of Science and Technology,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100826268,Computer Science,103,95,48,1.1,0.4,0.145,1707,Computer Vision and Pattern Recognition,13,74,85,AGH University of Science and Technology,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100826286,Fuzzy Information and Engineering,230,61,61,3.8,0.801,0.431,1710,Information Systems,64,117,329,Fuzzy Information and Engineering Branch of The Operations Research Society of China,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100826286,16168658,16168666
21100826286,Fuzzy Information and Engineering,230,61,61,3.8,0.801,0.431,1702,Artificial Intelligence,56,100,227,Fuzzy Information and Engineering Branch of The Operations Research Society of China,j, YES,2,FALSE,https://www.scopus.com/sourceid/21100826286,16168658,16168666
21100826382,Bulletin of Electrical Engineering and Informatics,1138,651,54,1.7,0.954,0.251,1701,Computer Science (miscellaneous),48,36,69,Institute of Advanced Engineering and Science (IAES),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100826382,20893191,23029285
21100826382,Bulletin of Electrical Engineering and Informatics,1138,651,54,1.7,0.954,0.251,1705,Computer Networks and Communications,39,204,334,Institute of Advanced Engineering and Science (IAES),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100826382,20893191,23029285
21100826382,Bulletin of Electrical Engineering and Informatics,1138,651,54,1.7,0.954,0.251,1710,Information Systems,37,207,329,Institute of Advanced Engineering and Science (IAES),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100826382,20893191,23029285
21100826382,Bulletin of Electrical Engineering and Informatics,1138,651,54,1.7,0.954,0.251,1708,Hardware and Architecture,23,120,157,Institute of Advanced Engineering and Science (IAES),j, NO,4,FALSE,https://www.scopus.com/sourceid/21100826382,20893191,23029285
21100826383,Indonesian Journal of Electrical Engineering and Informatics,392,257,49,1.5,0.485,0.168,1701,Computer Science (miscellaneous),39,42,69,Institute of Advanced Engineering and Science (IAES),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100826383,,20893272
21100826383,Indonesian Journal of Electrical Engineering and Informatics,392,257,49,1.5,0.485,0.168,1705,Computer Networks and Communications,34,220,334,Institute of Advanced Engineering and Science (IAES),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100826383,,20893272
21100826383,Indonesian Journal of Electrical Engineering and Informatics,392,257,49,1.5,0.485,0.168,1710,Information Systems,32,224,329,Institute of Advanced Engineering and Science (IAES),j, NO,3,FALSE,https://www.scopus.com/sourceid/21100826383,,20893272
21100826383,Indonesian Journal of Electrical Engineering and Informatics,392,257,49,1.5,0.485,0.168,1702,Artificial Intelligence,24,173,227,Institute of Advanced Engineering and Science (IAES),j, NO,4,FALSE,https://www.scopus.com/sourceid/21100826383,,20893272
21100826383,Indonesian Journal of Electrical Engineering and Informatics,392,257,49,1.5,0.485,0.168,1708,Hardware and Architecture,21,123,157,Institute of Advanced Engineering and Science (IAES),j, NO,4,FALSE,https://www.scopus.com/sourceid/21100826383,,20893272
21100826426,Internet of Things,751,171,58,4.4,0.723,0.509,1703,Computational Theory and Mathematics,77,30,133,Springer Nature,k, NO,1,FALSE,https://www.scopus.com/sourceid/21100826426,21991073,21991081
21100826426,Internet of Things,751,171,58,4.4,0.723,0.509,1705,Computer Networks and Communications,71,95,334,Springer Nature,k, NO,2,FALSE,https://www.scopus.com/sourceid/21100826426,21991073,21991081
21100826426,Internet of Things,751,171,58,4.4,0.723,0.509,1706,Computer Science Applications,71,200,693,Springer Nature,k, NO,2,FALSE,https://www.scopus.com/sourceid/21100826426,21991073,21991081
21100826426,Internet of Things,751,171,58,4.4,0.723,0.509,1711,Signal Processing,68,35,108,Springer Nature,k, NO,2,FALSE,https://www.scopus.com/sourceid/21100826426,21991073,21991081
21100826426,Internet of Things,751,171,58,4.4,0.723,0.509,1702,Artificial Intelligence,61,88,227,Springer Nature,k, NO,2,FALSE,https://www.scopus.com/sourceid/21100826426,21991073,21991081
21100826748,Biosystems and Biorobotics,847,793,41,1.1,0.72,0.317,1702,Artificial Intelligence,15,192,227,Springer Nature,k, NO,4,FALSE,https://www.scopus.com/sourceid/21100826748,21953562,21953570
21100826786,"Smart Sensors, Measurement and Instrumentation",295,189,51,1.6,0,0,1701,Computer Science (miscellaneous),41,41,69,Springer Nature,k, NO,3,FALSE,https://www.scopus.com/sourceid/21100826786,21948402,21948410
21100826927,Human Technology,84,56,50,1.5,0.776,0.304,1709,Human-Computer Interaction,28,86,120,"Open Science Center, University of Jyvaskyla",j, YES,3,FALSE,https://www.scopus.com/sourceid/21100826927,,17956889
21100827423,IIUM Engineering Journal,133,163,40,0.8,0.281,0.141,1700,Computer Science (all),20,181,226,International Islamic University Malaysia,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100827423,1511788X,22897860
21100827462,Journal of Advanced Manufacturing Technology,188,252,40,0.7,0.361,0.221,1705,Computer Networks and Communications,15,283,334,Penerbit Universiti Teknikal Malaysia Melaka,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100827462,19853157,22898107
21100827462,Journal of Advanced Manufacturing Technology,188,252,40,0.7,0.361,0.221,1712,Software,9,352,389,Penerbit Universiti Teknikal Malaysia Melaka,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100827462,19853157,22898107
21100827462,Journal of Advanced Manufacturing Technology,188,252,40,0.7,0.361,0.221,1708,Hardware and Architecture,7,146,157,Penerbit Universiti Teknikal Malaysia Melaka,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100827462,19853157,22898107
21100827946,npj Quantum Information,2990,304,86,9.8,1.949,3.397,1701,Computer Science (miscellaneous),96,3,69,Springer Nature,j, YES,1,TRUE,https://www.scopus.com/sourceid/21100827946,,20566387
21100827946,npj Quantum Information,2990,304,86,9.8,1.949,3.397,1703,Computational Theory and Mathematics,94,8,133,Springer Nature,j, YES,1,TRUE,https://www.scopus.com/sourceid/21100827946,,20566387
21100827946,npj Quantum Information,2990,304,86,9.8,1.949,3.397,1705,Computer Networks and Communications,92,25,334,Springer Nature,j, YES,1,TRUE,https://www.scopus.com/sourceid/21100827946,,20566387
21100828949,"Studies in Systems, Decision and Control",2977,2641,31,1.1,0.934,0.135,1701,Computer Science (miscellaneous),29,49,69,Springer Nature,k, YES,3,FALSE,https://www.scopus.com/sourceid/21100828949,21984182,21984190
21100829268,Applied Sciences (Switzerland),55562,18254,63,3,1.068,0.435,1706,Computer Science Applications,56,300,693,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,2,FALSE,https://www.scopus.com/sourceid/21100829268,,20763417
21100829272,Electronics (Switzerland),11247,4216,61,2.7,0.985,0.36,1705,Computer Networks and Communications,51,161,334,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,2,FALSE,https://www.scopus.com/sourceid/21100829272,,20799292
21100829272,Electronics (Switzerland),11247,4216,61,2.7,0.985,0.36,1711,Signal Processing,45,59,108,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,3,FALSE,https://www.scopus.com/sourceid/21100829272,,20799292
21100829272,Electronics (Switzerland),11247,4216,61,2.7,0.985,0.36,1708,Hardware and Architecture,40,94,157,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,3,FALSE,https://www.scopus.com/sourceid/21100829272,,20799292
21100830173,PeerJ Computer Science,1013,210,60,4.8,1.895,0.806,1700,Computer Science (all),80,44,226,PeerJ Inc.,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100830173,,23765992
21100830702,Mathematics,8397,3868,52,2.2,1.29,0.495,1701,Computer Science (miscellaneous),60,28,69,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,2,FALSE,https://www.scopus.com/sourceid/21100830702,,22277390
21100830705,Journal of Information Technology Management,71,123,38,0.6,0.158,0.13,1710,Information Systems,13,285,329,University of Tehran,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100830705,20085893,24235059
21100830709,Journal of Sensor and Actuator Networks,1120,180,82,6.2,1.329,0.522,1705,Computer Networks and Communications,82,59,334,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,1,FALSE,https://www.scopus.com/sourceid/21100830709,,22242708
21100830763,Journal of Information Science Theory and Practice,86,84,40,1,0.619,0.25,1710,Information Systems,20,262,329,Korea Institute of Science and Technology Information,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100830763,22879099,22874577
21100831436,Journal of The Institution of Engineers (India): Series B,315,258,47,1.2,0.468,0.173,1700,Computer Science (all),35,147,226,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100831436,22502106,22502114
21100831441,TEM Journal,791,677,44,1.2,0.671,0.199,1701,Computer Science (miscellaneous),31,48,69,UIKTEN - Association for Information Communication Technology Education and Science,j, YES,3,FALSE,https://www.scopus.com/sourceid/21100831441,22178309,22178333
21100831441,TEM Journal,791,677,44,1.2,0.671,0.199,1710,Information Systems,24,250,329,UIKTEN - Association for Information Communication Technology Education and Science,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100831441,22178309,22178333
21100831443,Nature Biomedical Engineering,10597,378,86,28,3.528,5.961,1706,Computer Science Applications,99,2,693,Springer Nature,j, NO,1,TRUE,https://www.scopus.com/sourceid/21100831443,,2157846X
21100832514,International Journal of Standardization Research,13,17,41,0.8,0.215,0.217,1706,Computer Science Applications,14,593,693,IGI Global Publishing,j, NO,4,FALSE,https://www.scopus.com/sourceid/21100832514,24708542,24708550
21100832567,ACM Transactions on Privacy and Security,464,87,69,5.3,1.667,0.743,1700,Computer Science (all),83,38,226,Association for Computing Machinery (ACM),j, NO,1,FALSE,https://www.scopus.com/sourceid/21100832567,24712566,24712574
21100832761,International Journal of Fuzzy Logic and Intelligent Systems,448,160,58,2.8,0.872,0.296,1703,Computational Theory and Mathematics,59,54,133,Korean Institute of Intelligent Systems,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100832761,15982645,2093744X
21100832761,International Journal of Fuzzy Logic and Intelligent Systems,448,160,58,2.8,0.872,0.296,1706,Computer Science Applications,53,320,693,Korean Institute of Intelligent Systems,j, NO,2,FALSE,https://www.scopus.com/sourceid/21100832761,15982645,2093744X
21100832761,International Journal of Fuzzy Logic and Intelligent Systems,448,160,58,2.8,0.872,0.296,1711,Signal Processing,48,56,108,Korean Institute of Intelligent Systems,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100832761,15982645,2093744X
21100832761,International Journal of Fuzzy Logic and Intelligent Systems,448,160,58,2.8,0.872,0.296,1702,Artificial Intelligence,42,130,227,Korean Institute of Intelligent Systems,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100832761,15982645,2093744X
21100833036,Texto Livre,65,159,22,0.4,0.27,0.156,1706,Computer Science Applications,8,638,693,Universidade Federal de Minas Gerais,j, YES,4,FALSE,https://www.scopus.com/sourceid/21100833036,,19833652
21100833833,Robotics,1095,314,68,3.5,1.153,0.39,1702,Artificial Intelligence,53,107,227,Multidisciplinary Digital Publishing Institute (MDPI),j, YES,2,FALSE,https://www.scopus.com/sourceid/21100833833,,22186581
21100834310,"Vestnik Sankt-Peterburgskogo Universiteta, Prikladnaya Matematika, Informatika, Protsessy Upravleniya",224,165,42,1.4,0.497,0.233,1700,Computer Science (all),36,143,226,Saint Petersburg State University,j, NO,3,FALSE,https://www.scopus.com/sourceid/21100834310,18119905,25422251
21100834881,Lecture Notes in Educational Technology,264,274,30,1,0.968,0.397,1705,Computer Networks and Communications,20,266,334,Springer Nature,k, NO,4,FALSE,https://www.scopus.com/sourceid/21100834881,21964963,21964971
21100834881,Lecture Notes in Educational Technology,264,274,30,1,0.968,0.397,1706,Computer Science Applications,20,554,693,Springer Nature,k, NO,4,FALSE,https://www.scopus.com/sourceid/21100834881,21964963,21964971
21100836194,ICT Express,1539,208,74,7.4,1.821,0.733,1710,Information Systems,86,44,329,Korean Institute of Communications Information Sciences,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100836194,,24059595
21100836194,ICT Express,1539,208,74,7.4,1.821,0.733,1705,Computer Networks and Communications,86,47,334,Korean Institute of Communications Information Sciences,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100836194,,24059595
21100836194,ICT Express,1539,208,74,7.4,1.821,0.733,1708,Hardware and Architecture,84,25,157,Korean Institute of Communications Information Sciences,j, YES,1,FALSE,https://www.scopus.com/sourceid/21100836194,,24059595
